email,domain,business_name,peptides,city,state,phone,website,source
info@peakhealthtexas.com,peakhealthtexas.com,Peak Health and Aesthetics,"BPC-157, sermorelin and ipamorelin",Houston,TX,(346) 553-2940; (713) 936-9750,https://peakhealthtexas.com/,seed_2026-09-12
hello@duchessmedspa.com,duchessmedspa.com,Duchess,"semaglutide, tirzepatide and GLP-1s",Scottsdale,AZ,(480) 725-7430,https://duchessmedspa.com/,seed_2026-09-12
info@lvcmed.com,lvcmed.com,LVC Medical Las Vegas,"semaglutide, tirzepatide and NAD+",Las Vegas,NV,(702) 602-5030; (775) 418-5902,https://lvcmed.com/,seed_2026-09-12
info@glowwellnesscare.com,glowwellnesscare.com,Glow Wellness Care,"semaglutide, NAD+ and GLP-1s",Long Island,NY,(516) 665-1476,https://glowwellnesscare.com/,seed_2026-09-12
info@apstlmedspa.com,apstlmedspa.com,AP STL MedSpa,"semaglutide, tirzepatide and GLP-1s",St. Louis,MO,(314) 492-3067,https://apstlmedspa.com/,seed_2026-09-12
info@denverregenerativemedicine.com,denverregenerativemedicine.com,Robot Challenge Screen,"semaglutide, tirzepatide and GLP-1s",Denver,CO,(719) 781-3434; (720) 583-1648; (720) 802-5774,https://denverregenerativemedicine.com/,seed_2026-09-12
info@themodernaesthetic.co,themodernaesthetic.co,The Modern Aesthetic,"semaglutide, tirzepatide and GLP-1s",Charlotte,NC,(704) 291-1568,https://themodernaesthetic.co/,seed_2026-09-12
info@oldtownmedspa.com,oldtownmedspa.com,Old Town Med Spa,semaglutide and tirzepatide,Chicago,IL,(312) 882-0700,https://oldtownmedspa.com/,seed_2026-09-12
info@4everyoungfortmyers.com,4everyoungfortmyers.com,4everyoungantiaging.com,"semaglutide, tirzepatide and GLP-1s",,,,https://4everyoungfortmyers.com/,seed_2026-09-12
info@choiceonemedspa.com,choiceonemedspa.com,Choice One MedSpa,"semaglutide, tirzepatide and BPC-157",Orlando,FL,(407) 505-9909,https://choiceonemedspa.com/,seed_2026-09-12
admin@doctorrahi.com,doctorrahi.com,Dr Rahi,"semaglutide, BPC-157 and ipamorelin",Beverly Hills,CA,(310) 819-0769,https://doctorrahi.com/,seed_2026-09-12
info@antiageinstitute.com,antiageinstitute.com,Antiage Institute,"BPC-157, TB-500 and sermorelin",Houston,TX,(713) 807-1000,https://antiageinstitute.com/,seed_2026-09-12
admin@mmspatucson.net,mmspatucson.net,mmspatucson.com,"BPC-157, TB-500 and sermorelin",,,,https://mmspatucson.net/,seed_2026-09-12
us@brightyoulv.com,brightyoulv.com,brightyoulv.com,"semaglutide, tirzepatide and sermorelin",Las Vegas,NV,(702) 208-3626,https://brightyoulv.com/,seed_2026-09-12
info@mdface.com,mdface.com,Pearlman Aesthetic Surgery,BPC-157 and TB-500,New York,NY,(212) 223-8300; (212) 223-9288; (212) 288-0700,https://mdface.com/,seed_2026-09-12
info@mantalityhealth.com,mantalityhealth.com,Mantality Health,NAD+,St. Louis,MO,(262) 599-6402; (314) 254-2400; (314) 931-3113,https://mantalityhealth.com/,seed_2026-09-12
austin@aliveandwell.health,aliveandwell.health,Alive and Well,"semaglutide, tirzepatide and GLP-1s",Boulder,CO,(214) 919-0444; (512) 580-5775; (737) 637-3988,https://aliveandwell.health/,seed_2026-09-12
info@blueskymd.com,blueskymd.com,Blue Sky MD,tirzepatide and GLP-1s,Charlotte,NC,(336) 245-9521; (336) 252-3993; (704) 444-0170,https://blueskymd.com/,seed_2026-09-12
info@reflectionschicagomedspa.com,reflectionschicagomedspa.com,Reflections Med Spa,"semaglutide, tirzepatide and NAD+",,,,https://reflectionschicagomedspa.com/,seed_2026-09-12
bella@bellamedspaatl.com,bellamedspaatl.com,Bella Medspa,peptide therapy,Atlanta,GA,(470) 282-0397; (678) 908-3491,https://bellamedspaatl.com/,seed_2026-09-12
paul@peptidesandhormones.com,peptidesandhormones.com,Juvenis Medical,"semaglutide, tirzepatide and BPC-157",Fort Lauderdale,FL,(954) 982-8378,https://peptidesandhormones.com/,seed_2026-09-12
contact@beyondnewport.com,beyondnewport.com,beyondnewport.com,"semaglutide, tirzepatide and BPC-157",Newport Beach,CA,(949) 270-6789,https://beyondnewport.com/,seed_2026-09-12
allen@just-wellness.com,just-wellness.com,Just Wellness,"semaglutide, tirzepatide and BPC-157",Dallas,TX,(817) 733-0116,https://just-wellness.com/,seed_2026-09-12
info@moonvalleymedspa.com,moonvalleymedspa.com,Moon Valley Med Spa,"semaglutide, tirzepatide and GLP-1s",Phoenix,AZ,(602) 391-8889,https://moonvalleymedspa.com/,seed_2026-09-12
info@ritualrenonv.com,ritualrenonv.com,Ritual Aesthetics and Wellness,NAD+ and GLP-1s,Reno,NV,(775) 221-7171,https://ritualrenonv.com/,seed_2026-09-12
info@perfectmedspa.com,perfectmedspa.com,Perfect MedSpa,NAD+ and GLP-1s,New York,NY,(212) 901-0656; (516) 636-5758,https://perfectmedspa.com/,seed_2026-09-12
contact@theshinespa.com,theshinespa.com,The Shine Spa,"semaglutide, tirzepatide and GLP-1s",St. Louis,MO,(314) 499-7199; (314) 560-9030,https://theshinespa.com/,seed_2026-09-12
info@getbodylase.com,getbodylase.com,BodyLase® Med Spa,semaglutide and GLP-1s,Raleigh,NC,(919) 299-0526; (919) 359-1741; (919) 480-8003,https://getbodylase.com/,seed_2026-09-12
care@expressmedspas.com,expressmedspas.com,Express Med Spa,NAD+ and GLP-1s,Chicago,IL,(708) 840-8443; (708) 847-0872; (866) 353-3017,https://expressmedspas.com/,seed_2026-09-12
matt@cmspainrehab.com,cmspainrehab.com,Atlanta Medical Institute,"semaglutide, tirzepatide and GLP-1s",,,,https://cmspainrehab.com/,seed_2026-09-12
mary@newtampawellness.net,newtampawellness.net,Wesley Chapel Med Spa,"semaglutide, tirzepatide and BPC-157",Tampa,FL,(813) 778-7830,https://newtampawellness.net/,seed_2026-09-12
ray@thegoswamiclinic.com,thegoswamiclinic.com,The Goswami Clinic,"retatrutide, BPC-157 and TB-500",Newport Beach,CA,(949) 284-1823; (949) 734-9696,https://thegoswamiclinic.com/,seed_2026-09-12
info@privemedical.com,privemedical.com,Privé Aesthetics,"semaglutide, tirzepatide and BPC-157",Dallas,TX,(817) 739-6640,https://privemedical.com/,seed_2026-09-12
contact@regeninfusions.com,regeninfusions.com,regeninfusions.com,"semaglutide, tirzepatide and GLP-1s",Phoenix,AZ,(480) 341-5174; (480) 781-4524,https://regeninfusions.com/,seed_2026-09-12
support@xenahealthlv.com,xenahealthlv.com,Xena Health,"semaglutide, tirzepatide and GLP-1s",Henderson,NV,(702) 840-3327,https://xenahealthlv.com/,seed_2026-09-12
chappaqua@youtherapymedspa.com,youtherapymedspa.com,Youtherapy MedSpa,"semaglutide, tirzepatide and GLP-1s",New York,NY,(212) 253-7138; (212) 257-9873; (914) 574-2709,https://youtherapymedspa.com/,seed_2026-09-12
info@karmabeautyandwellness.com,karmabeautyandwellness.com,karmabeautyandwellness.com,peptide therapy,Kansas City,MO,(555) 555-5555; (816) 434-5108; (913) 912-1001,https://karmabeautyandwellness.com/,seed_2026-09-12
hello@thecliniccompass.com,thecliniccompass.com,ClinicCompass,"semaglutide, tirzepatide and GLP-1s",Boulder,CO,,https://thecliniccompass.com/,seed_2026-09-12
info@nudermahealth.com,nudermahealth.com,nudermahealth.com,semaglutide and tirzepatide,Raleigh,NC,(919) 867-4455; (984) 867-2224,https://nudermahealth.com/,seed_2026-09-12
info-miami@newimageworks.com,newimageworks.com,newimageworks.com,semaglutide and tirzepatide,Chicago,IL,(224) 432-5803; (224) 462-5803; (312) 638-4979,https://newimageworks.com/,seed_2026-09-12
info@sorcehealth.com,sorcehealth.com,SÖRCE Health,"semaglutide, tirzepatide and retatrutide",,,,https://sorcehealth.com/,seed_2026-09-12
carly@babyfacebeautywellness.com,babyfacebeautywellness.com,Baby Face Beauty Wellness,"semaglutide, tirzepatide and BPC-157",Newport Beach,CA,(949) 228-9308,https://babyfacebeautywellness.com/,seed_2026-09-12
frontdesk@dallasfamilymedicine.com,dallasfamilymedicine.com,Dallas Family Medicine,"semaglutide, tirzepatide and BPC-157",Dallas,TX,(214) 349-4909; (214) 349-4973; (469) 320-9313,https://dallasfamilymedicine.com/,seed_2026-09-12
info@salonrituel.com,salonrituel.com,salonrituel.com,"semaglutide, tirzepatide and tesamorelin",Phoenix,AZ,(602) 932-2748,https://salonrituel.com/,seed_2026-09-12
hello@iuventusmedical.com,iuventusmedical.com,IUVENTUS MEDICAL CENTER,"semaglutide, tirzepatide and sermorelin",,,,https://iuventusmedical.com/,seed_2026-09-12
yourskinspecialist@greenwichmedicalspa.com,greenwichmedicalspa.com,Greenwich Medical Spa,"semaglutide, NAD+ and GLP-1s",New York,NY,(203) 557-6334; (203) 637-0662; (203) 689-8772,https://greenwichmedicalspa.com/,seed_2026-09-12
info2@stlouisskin.com,stlouisskin.com,Med Spa St. Louis,NAD+ and GLP-1s,St. Louis,MO,(314) 394-3915; (314) 485-7845; (636) 748-4628,https://stlouisskin.com/,seed_2026-09-12
info@testosterone-replacement-clinics.com,testosterone-replacement-clinics.com,peptide-injections-boulder-co.testosterone-replacement-clinics.com,"semaglutide, BPC-157 and sermorelin",,,,https://testosterone-replacement-clinics.com/,seed_2026-09-12
lamiel@lamielaesthetics.com,lamielaesthetics.com,La Miel Aesthetics,"semaglutide, tirzepatide and GLP-1s",Raleigh,NC,(919) 887-8666,https://lamielaesthetics.com/,seed_2026-09-12
info@alumawellness.com,alumawellness.com,ALUMA Wellness,"semaglutide, tirzepatide and sermorelin",Orlando,FL,(407) 395-4699; (407) 910-1028,https://alumawellness.com/,seed_2026-09-12
info@cainfusioncenters.com,cainfusioncenters.com,California Infusion Centers,"BPC-157, NAD+ and PT-141",Los Angeles,CA,(626) 538-4270; (626) 628-3623,https://cainfusioncenters.com/,seed_2026-09-12
info@austinmdclinic.com,austinmdclinic.com,austinmdclinic.com,"BPC-157, TB-500 and ipamorelin",Austin,TX,(512) 593-5605; (798) 023-0065,https://austinmdclinic.com/,seed_2026-09-12
info@bespokebeautyusa.com,bespokebeautyusa.com,Anti,NAD+ and GLP-1s,Tucson,AZ,(520) 989-3174,https://bespokebeautyusa.com/,seed_2026-09-12
info@skinandtonic702.com,skinandtonic702.com,Skin + Tonic,peptide therapy,Henderson,NV,(702) 854-6654,https://skinandtonic702.com/,seed_2026-09-12
support@medspastandards.com,medspastandards.com,medspastandards.com,"semaglutide, tirzepatide and NAD+",New York,NY,,https://medspastandards.com/,seed_2026-09-12
compliance@moov.health,moov.health,MOOV Health,NAD+ and GLP-1s,St. Louis,MO,(209) 484-0112; (800) 600-6339; (855) 550-0007,https://moov.health/,seed_2026-09-12
service@redbudmedicalspa.com,redbudmedicalspa.com,Redbud Medical Spa,"semaglutide, tirzepatide and GLP-1s",Denver,CO,(720) 593-8844,https://redbudmedicalspa.com/,seed_2026-09-12
manager@prejuvespa.com,prejuvespa.com,prejuvespa.com,"semaglutide, tirzepatide and GLP-1s",Raleigh,NC,(919) 386-3533,https://prejuvespa.com/,seed_2026-09-12
info@arvivaesthetics.com,arvivaesthetics.com,Arviv Medical Aesthetics,"BPC-157, TB-500 and sermorelin",Miami,FL,(813) 855-0111,https://arvivaesthetics.com/,seed_2026-09-12
info@joywellnesspartners.com,joywellnesspartners.com,Joy Wellness Partners,"semaglutide, tirzepatide and sermorelin",San Diego,CA,(801) 999-8356; (858) 609-0854; (858) 609-0866,https://joywellnesspartners.com/,seed_2026-09-12
info@beauxmedspa.com,beauxmedspa.com,BEAUX MedSpa,"semaglutide, BPC-157 and ipamorelin",Austin,TX,(512) 428-5438,https://beauxmedspa.com/,seed_2026-09-12
info@arcadiawellnesscenter.com,arcadiawellnesscenter.com,Arcadia Wellness Center,"semaglutide, tirzepatide and GLP-1s",Phoenix,AZ,(480) 351-3688,https://arcadiawellnesscenter.com/,seed_2026-09-12
info@injectiongal.com,injectiongal.com,injectiongal.com,peptide therapy,Reno,NV,(775) 451-7480,https://injectiongal.com/,seed_2026-09-12
customerservice@skinneymedspa.com,skinneymedspa.com,Robot Challenge Screen,semaglutide and GLP-1s,New York,NY,(646) 212-2923; (646) 212-5063; (786) 822-4691,https://skinneymedspa.com/,seed_2026-09-12
membership@palmhealth.com,palmhealth.com,PALM Health,NAD+ and GLP-1s,St. Louis,MO,(314) 787-4477; (314) 801-8898; (314) 997-6837,https://palmhealth.com/,seed_2026-09-12
info@restormedicalspa.com,restormedicalspa.com,RESTŌR Medical Spa,GLP-1s,Denver,CO,(720) 524-8429; (720) 744-0991; (720) 758-9038,https://restormedicalspa.com/,seed_2026-09-12
social@elase.com,elase.com,Elase Med Spa,peptide therapy,Raleigh,NC,,https://elase.com/,seed_2026-09-12
info@tclinicsusa.com,tclinicsusa.com,T Clinics USA,"semaglutide, tirzepatide and sermorelin",Naples,FL,,https://tclinicsusa.com/,seed_2026-09-12
info@mynexgenhealth.com,mynexgenhealth.com,NexGen Health,"NAD+, GLP-1s and PT-141",San Jose,CA,(408) 400-2967,https://mynexgenhealth.com/,seed_2026-09-12
info@obmen.net,obmen.net,Houston Men's Health Clinic,"semaglutide, tirzepatide and BPC-157",,,,https://obmen.net/,seed_2026-09-12
info@beautybaraz.com,beautybaraz.com,Beauty Bar Aesthetics,retatrutide and NAD+,Phoenix,AZ,(602) 786-3500,https://beautybaraz.com/,seed_2026-09-12
info@xpediamac.com,xpediamac.com,xpediamac.com,peptide therapy,Henderson,NV,(312) 823-4600,https://xpediamac.com/,seed_2026-09-12
hello@sovous.com,sovous.com,SoVous Med Spa,peptide therapy,New York,NY,(212) 575-1457,https://sovous.com/,seed_2026-09-12
admin@sunflowerwellnesskc.com,sunflowerwellnesskc.com,Sunflower Wellness and Hydration,"semaglutide, tirzepatide and NAD+",Kansas City,MO,(913) 386-3173,https://sunflowerwellnesskc.com/,seed_2026-09-12
info@summitwellnessgroup.com,summitwellnessgroup.com,Summit Wellness Group,GLP-1s,Boulder,CO,(970) 408-1981,https://summitwellnessgroup.com/,seed_2026-09-12
info@fabstudionc.com,fabstudionc.com,Fab Medical Aesthetics,"semaglutide, NAD+ and GLP-1s",,,,https://fabstudionc.com/,seed_2026-09-12
staff@thinmdmedspa.com,thinmdmedspa.com,Thin MD Med Spa,"semaglutide, tirzepatide and BPC-157",Jacksonville,FL,(904) 619-0130; (904) 694-0992,https://thinmdmedspa.com/,seed_2026-09-12
info@serenitymedspa.com,serenitymedspa.com,Serenity Med Spa,"tirzepatide, BPC-157 and ipamorelin",San Francisco,CA,(415) 781-9200; (415) 843-2956; (650) 668-3088,https://serenitymedspa.com/,seed_2026-09-12
emma@simplespoonnutrition.org,simplespoonnutrition.org,Velvet Coutour Medspa,"semaglutide, tirzepatide and BPC-157",,,,https://simplespoonnutrition.org/,seed_2026-09-12
clinic@besowb.com,besowb.com,Beso Wellness and Beauty,"tirzepatide, NAD+ and GLP-1s",Phoenix,AZ,(480) 447-8166,https://besowb.com/,seed_2026-09-12
jennifer.simcox@vitalitywellnessnv.com,vitalitywellnessnv.com,vitalitywellnessnv.com,NAD+,Reno,NV,(775) 993-3553,https://vitalitywellnessnv.com/,seed_2026-09-12
team@infiniteyouclinic.com,infiniteyouclinic.com,infiniteyouclinic.com,NAD+ and GLP-1s,Long Island,NY,(516) 907-2127; (631) 458-7834,https://infiniteyouclinic.com/,seed_2026-09-12
wellness@healthylooks.com,healthylooks.com,Healthylooks Medspa,peptide therapy,Kansas City,MO,(816) 795-5262; (913) 456-3330,https://healthylooks.com/,seed_2026-09-12
feedback@naturamedspaivbar.com,naturamedspaivbar.com,Natura Med Spa IV Bar,"semaglutide, tirzepatide and NAD+",Denver,CO,(720) 513-5786,https://naturamedspaivbar.com/,seed_2026-09-12
hello@cltmedaesthetics.com,cltmedaesthetics.com,Charlotte Medical Aesthetics,"semaglutide, tirzepatide and GLP-1s",,,,https://cltmedaesthetics.com/,seed_2026-09-12
info@alluraaesthetics.com,alluraaesthetics.com,AlluraMD Aesthetics + Wellness,"semaglutide, tirzepatide and sermorelin",Boca Raton,FL,(561) 285-1929; (561) 316-4580; (561) 501-0203,https://alluraaesthetics.com/,seed_2026-09-12
info@regenerated.com,regenerated.com,Regenerated.com,"tirzepatide, BPC-157 and NAD+",San Jose,CA,,https://regenerated.com/,seed_2026-09-12
contact@highlandlongevity.com,highlandlongevity.com,highlandlongevity.com,"semaglutide, tirzepatide and retatrutide",Fort Worth,TX,(214) 444-9796,https://highlandlongevity.com/,seed_2026-09-12
atlanta@cultaesthetics.com,cultaesthetics.com,CULT Aesthetics,"semaglutide, tirzepatide and NAD+",Phoenix,AZ,(205) 537-0829; (469) 300-5211; (469) 720-1086,https://cultaesthetics.com/,seed_2026-09-12
info@ohintegrativemedicine.com,ohintegrativemedicine.com,oH Integrative Medicine,"semaglutide, tirzepatide and GLP-1s",,,,https://ohintegrativemedicine.com/,seed_2026-09-12
concierge@coolspa.com,coolspa.com,Coolspa by Aethos,semaglutide and tirzepatide,New York,NY,(212) 249-0439; (212) 249-4990; (212) 520-1129,https://coolspa.com/,seed_2026-09-12
info@sokokc.com,sokokc.com,sokomedspa.com,NAD+ and GLP-1s,,,,https://sokokc.com/,seed_2026-09-12
bli@boulderlongevity.com,boulderlongevity.com,Boulder Longevity Institute,peptide therapy,Boulder,CO,(303) 443-0848; (303) 586-7815,https://boulderlongevity.com/,seed_2026-09-12
info@infinitymedspaandwellness.com,infinitymedspaandwellness.com,infinitywellnessqc.com,retatrutide and NAD+,,,,https://infinitymedspaandwellness.com/,seed_2026-09-12
info@tampahealthcenter.com,tampahealthcenter.com,Heim Regenerative Medicine Center,"semaglutide, tirzepatide and BPC-157",Tampa,FL,(813) 384-3107; (859) 254-6589,https://tampahealthcenter.com/,seed_2026-09-12
info@activemedhealth.com,activemedhealth.com,ActiveMed Integrative Health Center,"semaglutide, tirzepatide and NAD+",San Diego,CA,(858) 673-4400; (858) 673-4499,https://activemedhealth.com/,seed_2026-09-12
mari@evolvemedgroup.com,evolvemedgroup.com,Medical Spa Services,"semaglutide, tirzepatide and GHK-Cu",San Antonio,TX,(210) 201-0322; (210) 236-1820; (210) 783-7333,https://evolvemedgroup.com/,seed_2026-09-12
info@lifelinemedspa.com,lifelinemedspa.com,Lifeline Med Spa,"semaglutide, tirzepatide and GLP-1s",Phoenix,AZ,(623) 694-8991,https://lifelinemedspa.com/,seed_2026-09-12
info@amyleebassnpc.com,amyleebassnpc.com,revolution-wellness.org,"semaglutide, tirzepatide and NAD+",,,,https://amyleebassnpc.com/,seed_2026-09-12
cconcierge@extension.health,extension.health,Extension Health,peptide therapy,New York,NY,(800) 778-7879; (800) 952-5210; (929) 556-6647,https://extension.health/,seed_2026-09-12
contact@stlmedspa.com,stlmedspa.com,The Saint Louis Med Spa,peptide therapy,,,,https://stlmedspa.com/,seed_2026-09-12
hello@evolvdenver.com,evolvdenver.com,Evolv Wellness MedSpa,"semaglutide, NAD+ and GLP-1s",,,,https://evolvdenver.com/,seed_2026-09-12
raleigh@tal-spa.com,tal-spa.com,raleigh.theaestheticsloungeandspa.com,"semaglutide, tirzepatide and NAD+",,,,https://tal-spa.com/,seed_2026-09-12
support@liviamedspa.com,liviamedspa.com,liviamedspa.com,"semaglutide, BPC-157 and TB-500",Tampa,FL,(813) 230-2219,https://liviamedspa.com/,seed_2026-09-12
info@rejuvsf.com,rejuvsf.com,rejuvsf.com,"NAD+, GLP-1s and GHK-Cu",San Francisco,CA,(415) 712-1937,https://rejuvsf.com/,seed_2026-09-12
angie@lovemyaura.com,lovemyaura.com,Aura Aesthetics and MedSpa,"semaglutide, tirzepatide and sermorelin",Houston,TX,(281) 502-2987,https://lovemyaura.com/,seed_2026-09-12
info@thetrimclinics.com,thetrimclinics.com,The Trim Clinics,"semaglutide, tirzepatide and GLP-1s",Tucson,AZ,(760) 706-5476,https://thetrimclinics.com/,seed_2026-09-12
info@therefinerylv.com,therefinerylv.com,skinbaronline.com,"semaglutide, tirzepatide and NAD+",,,,https://therefinerylv.com/,seed_2026-09-12
dt@trifectamedspanyc.com,trifectamedspanyc.com,Trifecta Med Spa New York,semaglutide and GLP-1s,New York,NY,(212) 233-2919; (212) 247-4148; (212) 600-4112,https://trifectamedspanyc.com/,seed_2026-09-12
brooklyne@laruehealthcollective.com,laruehealthcollective.com,ivandwellness.com,peptide therapy,,,,https://laruehealthcollective.com/,seed_2026-09-12
admin@rmrmco.com,rmrmco.com,Rocky Mountain Regenerative Medicine,peptide therapy,Boulder,CO,(720) 739-1616,https://rmrmco.com/,seed_2026-09-12
concierge@alunamedical.com,alunamedical.com,Aluna Medical,"semaglutide, tirzepatide and BPC-157",Jacksonville,FL,(904) 594-4100,https://alunamedical.com/,seed_2026-09-12
ma@sanjosewellnesscenter.com,sanjosewellnesscenter.com,sanjosewellnesscenter.com,"semaglutide, tirzepatide and BPC-157",San Jose,CA,(575) 332-4633; (818) 337-1474,https://sanjosewellnesscenter.com/,seed_2026-09-12
frontdesk@freemanmedicalclinic.com,freemanmedicalclinic.com,freemanmedicalclinic.com,"semaglutide, tirzepatide and NAD+",Austin,TX,(512) 391-9400; (512) 391-9401,https://freemanmedicalclinic.com/,seed_2026-09-12
info@tucsonwellnessmd.com,tucsonwellnessmd.com,Tucson Wellness MD,NAD+ and GLP-1s,Tucson,AZ,(520) 222-5425; (520) 462-7706,https://tucsonwellnessmd.com/,seed_2026-09-12
info@hendersonim.com,hendersonim.com,Henderson Med Spa,semaglutide,,,,https://hendersonim.com/,seed_2026-09-12
info@salernocenter.com,salernocenter.com,Salerno Wellness,GLP-1s and NAD+,,,,https://salernocenter.com/,seed_2026-09-12
burlingtoncreek@primeivhydration.com,primeivhydration.com,kansascityivtherapy.com,NAD+,Las Vegas,NV,,https://primeivhydration.com/,seed_2026-09-12
info@wlmd.net,wlmd.net,Weight Loss MD,"semaglutide, tirzepatide and sermorelin",,,,https://wlmd.net/,seed_2026-09-12
contact@radianthealthsf.com,radianthealthsf.com,Radiant Health,"semaglutide, tirzepatide and NAD+",San Francisco,CA,(415) 590-2899; (877) 316-7361,https://radianthealthsf.com/,seed_2026-09-12
krystal.roney-smith@lushrx.com,lushrx.com,Lush RX Med Spa,"semaglutide, BPC-157 and sermorelin",Houston,TX,(713) 331-1037,https://lushrx.com/,seed_2026-09-12
info@elixirmedspa.com,elixirmedspa.com,Elixir Medical Spa,"semaglutide, tirzepatide and GLP-1s",Scottsdale,AZ,(602) 613-1111,https://elixirmedspa.com/,seed_2026-09-12
info@ndiscovered.com,ndiscovered.com,Skin Clinique,peptide therapy,,,,https://ndiscovered.com/,seed_2026-09-12
info@babeaestheticsny.com,babeaestheticsny.com,Vibrant Rejuvenation Medi Spa,"semaglutide, tirzepatide and GLP-1s",,,,https://babeaestheticsny.com/,seed_2026-09-12
contact@oceanshealthcareclinic.com,oceanshealthcareclinic.com,Oceans Weight Loss Clinic,"semaglutide, tirzepatide and retatrutide",Fort Lauderdale,FL,(561) 406-2963; (561) 429-6672; (772) 446-0622,https://oceanshealthcareclinic.com/,seed_2026-09-12
support@aobaesthetics.com,aobaesthetics.com,aobaesthetics.com,"semaglutide, tirzepatide and retatrutide",Newport Beach,CA,(949) 658-3169,https://aobaesthetics.com/,seed_2026-09-12
info@thelotusmedspa.com,thelotusmedspa.com,The Lotus Medspa,"semaglutide, tirzepatide and NAD+",San Antonio,TX,(210) 774-2850,https://thelotusmedspa.com/,seed_2026-09-12
info@enovativewellness.com,enovativewellness.com,Enovative Wellness Center,NAD+,Phoenix,AZ,(602) 614-9905,https://enovativewellness.com/,seed_2026-09-12
support@aestheticsreno.com,aestheticsreno.com,Aesthetics MedSpa,semaglutide and tirzepatide,,,,https://aestheticsreno.com/,seed_2026-09-12
timelyssmedspa@gmail.co,gmail.co,timelyssmedspa.com,NAD+ and GLP-1s,,,,https://gmail.co/,seed_2026-09-12
info@regens3.com,regens3.com,Regenerative Medical Spa,"semaglutide, tirzepatide and BPC-157",,,,https://regens3.com/,seed_2026-09-12
info@studiomedspa.com,studiomedspa.com,studiomedspa.com,"semaglutide, tirzepatide and GLP-1s",San Diego,CA,(619) 900-7733; (858) 222-3262,https://studiomedspa.com/,seed_2026-09-12
info@renewbeautymedspa.com,renewbeautymedspa.com,renewbeautymedspa.com,"semaglutide, tirzepatide and NAD+",Dallas,TX,(214) 369-1600; (214) 433-8871,https://renewbeautymedspa.com/,seed_2026-09-12
growth99infra@growth99.com,growth99.com,Revenge Medical Aesthetics,semaglutide and GLP-1s,,,,https://growth99.com/,seed_2026-09-12
info@udripiv.com,udripiv.com,uDrip iv,"semaglutide, tirzepatide and BPC-157",Tampa,FL,(727) 800-4747; (813) 358-8615,https://udripiv.com/,seed_2026-09-12
contact@infinitehealthzone.com,infinitehealthzone.com,Infinite Health Zone,"semaglutide, NAD+ and GLP-1s",San Francisco,CA,(415) 854-0806; (415) 906-1780,https://infinitehealthzone.com/,seed_2026-09-12
info@magnoliamedskin.com,magnoliamedskin.com,magnoliamedskin.com,"semaglutide, tirzepatide and sermorelin",San Antonio,TX,(210) 600-3335; (210) 600-3387,https://magnoliamedskin.com/,seed_2026-09-12
feelpretty@paradisemedspa.com,paradisemedspa.com,Paradise Medspa,"semaglutide, tirzepatide and GLP-1s",Phoenix,AZ,(602) 266-8144; (602) 266-9670; (602) 786-5079,https://paradisemedspa.com/,seed_2026-09-12
lvspa@nima.edu,nima.edu,The Spa at NIMA,peptide therapy,,,,https://nima.edu/,seed_2026-09-12
info@injectionartistryclinic.com,injectionartistryclinic.com,Injection Artistry,"NAD+, GLP-1s and GHK-Cu",Newport Beach,CA,(949) 531-1939,https://injectionartistryclinic.com/,seed_2026-09-12
info@hydrahivesa.com,hydrahivesa.com,hydrahivesa.com,"semaglutide, tirzepatide and NAD+",San Antonio,TX,(210) 255-1593,https://hydrahivesa.com/,seed_2026-09-12
team@valleywellnessaz.com,valleywellnessaz.com,valleywellnessaesthetics.com,"semaglutide, tirzepatide and sermorelin",,,,https://valleywellnessaz.com/,seed_2026-09-12
info@coastalmedicalspa.com,coastalmedicalspa.com,coastalmedicalspa.com,"semaglutide, tirzepatide and sermorelin",Jacksonville,FL,(904) 257-3232; (904) 344-0530,https://coastalmedicalspa.com/,seed_2026-09-12
info@liftmd.com,liftmd.com,Lift MD Surgical,"semaglutide, tirzepatide and GLP-1s",Beverly Hills,CA,(310) 285-0400,https://liftmd.com/,seed_2026-09-12
info@neumed.com,neumed.com,neumed.com,"semaglutide, tirzepatide and sermorelin",Houston,TX,,https://neumed.com/,seed_2026-09-12
info@dripmedicalcare.com,dripmedicalcare.com,Drip Medical Care,semaglutide and NAD+,Tucson,AZ,(520) 631-9591,https://dripmedicalcare.com/,seed_2026-09-12
info@lifegaines.com,lifegaines.com,LifeGaines Medical and Aesthetics,"semaglutide, sermorelin and NAD+",Boca Raton,FL,(561) 931-2430,https://lifegaines.com/,seed_2026-09-12
info@sagehwc.com,sagehwc.com,sagehwc.com,"semaglutide, NAD+ and GLP-1s",San Jose,CA,(408) 614-0000,https://sagehwc.com/,seed_2026-09-12
hello@sanjivamedspa.com,sanjivamedspa.com,Sanjiva Medical Spa,"semaglutide, tirzepatide and GLP-1s",Dallas,TX,(214) 245-9999; (469) 336-6769,https://sanjivamedspa.com/,seed_2026-09-12
costerndorf@mediweightloss.com,mediweightloss.com,Medi,"semaglutide, tirzepatide and GLP-1s",Tucson,AZ,(203) 318-6606; (203) 349-6334; (203) 404-5779,https://mediweightloss.com/,seed_2026-09-12
info@newlifemedicalspa.com,newlifemedicalspa.com,New Life Medical Spa,"semaglutide, tirzepatide and sermorelin",Miami,FL,(305) 487-6196; (855) 400-4916,https://newlifemedicalspa.com/,seed_2026-09-12
