vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
NAR MEDICAL AND RESEARCH GROUP,narmedicalresearchgroup.com,info@narmedicalresearchgroup.com,info@narmedicalresearchgroup.com,yes,ok,,medspa,"semaglutide, tirzepatide, liraglutide, glutathione",16
Natural &amp; Holistic Medical Center,naturalholisticmedicalcenter.com,naturalholisticmedicalcenter@gmail.com,naturalholisticmedicalcenter@gmail.com; naturalandholisticmc@gmail.com,yes,ok,https://naturalholisticmedicalcenter.com,medspa,"semaglutide, tirzepatide, nad+, ghk-cu",9
"NEOSkin Center, Canton",neoskincenter.com,events@neoskincenter.com,events@neoskincenter.com,yes,ok,https://neoskincenter.com,medspa,GLP-1 weight loss peptides,2
Newest Beginnings Wellness Center,newestbeginnings.com,info@newestbeginnings.com,info@newestbeginnings.com,yes,ok,https://newestbeginnings.com,medspa,GLP-1 weight loss peptides,9
"New Ro Aesthetics, New Rochelle",newroaesthetics.com,info@newroaesthetics.com,info@newroaesthetics.com,yes,ok,https://newroaesthetics.com,medspa,GLP-1 weight loss peptides,2
New Theory Medical,newtheorymedical.com,ntmreno@gmail.com,ntmreno@gmail.com,yes,ok,https://newtheorymedical.com,medspa,"nad+, glutathione",3
Next Level Health at Virapel,next-levelhealth.com,info@next-levelhealth.com,info@next-levelhealth.com,yes,ok,https://next-levelhealth.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",17
Nexus Healthcare Inc,nexushealthcare.com,nexus-careers@nexushealthcare.com,nexus-careers@nexushealthcare.com; copyright-infringement@nexushealthcare.com; terms-of-use@nexushealthcare.com,yes,ok,https://nexushealthcare.com,medspa,"semaglutide, tirzepatide",5
"Nircel Beauty and Weight Loss, Schaumburg",nircel.com,info@nircel.com,info@nircel.com,yes,ok,https://nircel.com,vendor,semaglutide,2
New Jersey&#x27;s Medical Weight Loss for Life,njmedicalweightloss.com,info@njmedicalweightloss.com,info@njmedicalweightloss.com,yes,ok,https://njmedicalweightloss.com,medspa,semaglutide,5
New Jersey Trim Clinic,njtrimclinic.com,info@njtrimclinic.com,info@njtrimclinic.com,yes,ok,https://njtrimclinic.com,medspa,"semaglutide, tirzepatide",12
North Fork Weight Loss,northforkweightloss.com,northforkweightloss@gmail.com,northforkweightloss@gmail.com,yes,ok,https://northforkweightloss.com,medspa,"semaglutide, tirzepatide",6
"Nourish Medical Center, San Diego",nourishmedicalcenter.com,support@nourishmedicalcenter.com,support@nourishmedicalcenter.com,yes,ok,https://nourishmedicalcenter.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, cjc-1295",19
Nouveau Health &amp; Wellness,nouveauhealthandwellness.com,info@nouveauhealthandwellness.com,info@nouveauhealthandwellness.com,yes,ok,https://nouveauhealthandwellness.com,medspa,"nad+, glutathione",7
"NovaGenix, Jupiter",novagenix.org,info@novagenix.org,info@novagenix.org,yes,ok,https://novagenix.org,medspa,"semaglutide, tirzepatide, retatrutide, bpc-157, tb-500, ipamorelin",17
NSO-LAB Weight Loss Clinic &amp; Wellness Center,nso-lab.com,contact@nso-lab.com,contact@nso-lab.com; delray@nso-lab.com,yes,ok,https://nso-lab.com,medspa,"semaglutide, tirzepatide",3
"Nuform, Southfield",nuformhealth.com,info@nuformhealth.com,info@nuformhealth.com,yes,ok,https://nuformhealth.com,vendor,"semaglutide, nad+, sermorelin, tesamorelin, glutathione",13
Nu Image Medical® Telehealth &amp; Wellness Services,nuimagemedical.com,support@nuimagemedical.com,support@nuimagemedical.com,yes,ok,https://nuimagemedical.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",19
"Nurse T’s Body Bar, Farmington Hills",nursetsbodybar.com,hello@nursetsbodybar.com,hello@nursetsbodybar.com,yes,ok,https://nursetsbodybar.com,medspa,semaglutide,5
"NUTRADRiP IV Hydration &#038; Wellness Clinic, Rocky Mount",nutradriphydration.com,info@nutradriphydration.com,info@nutradriphydration.com,yes,ok,https://nutradriphydration.com,medspa,,1
Nutrify Health &amp; Wellness,nutrifyhw.glossgenius.com,nutrify.hw@gmail.com,nutrify.hw@gmail.com,yes,ok,https://nutrifyhw.glossgenius.com,medspa,"bpc-157, nad+, sermorelin, ghk-cu, glutathione, kpv",8
Nuvee Aesthetics,nuveeaesthetics.com,nuveeaesthetics@gmail.com,nuveeaesthetics@gmail.com; thephysiquenurse@gmail.com,yes,ok,https://nuveeaesthetics.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
OC Health and Hormone Balance,ochealthandhormonebalance.com,dr.kevinkroes@yahoo.com,dr.kevinkroes@yahoo.com,yes,ok,https://ochealthandhormonebalance.com,medspa,"semaglutide, kpv",4
"Wasim H. Raja, M.D., Fountain Valley",ochealthcareclinic.com,wraja207b@gmail.com,wraja207b@gmail.com,yes,ok,https://ochealthcareclinic.com/contact,medspa,GLP-1 weight loss peptides,3
Oklahoma Trim Clinic,oktrimclinic.com,info@oktrimclinic.com,info@oktrimclinic.com,yes,ok,https://oktrimclinic.com,medspa,"semaglutide, tirzepatide",8
"One Life Wellness Clinic, Bartlett",onelifewellnessclinic.com,contactus@onelifewellnessclinic.com,contactus@onelifewellnessclinic.com,yes,ok,https://onelifewellnessclinic.com,medspa,semaglutide,11
OnePeak Medical,onepeakmedical.com,info@onepeakmedical.com,albany@onepeakmedical.com; ashland@onepeakmedical.com; bend@onepeakmedical.com; centralpoint@onepeakmedical.com; eugene-cc@onepeakmedical.com; eugene-coburg@onepeakmedical.com; grantspass@onepeakmedical.com; grantspassest@onepeakmedical.com,yes,ok,https://onepeakmedical.com,medspa,,2
"OnPointe Care, Bartlett",onpointecare.com,info@onpointecare.com,info@onpointecare.com,yes,ok,https://onpointecare.com,medspa,semaglutide,3
Optimal Performance Clinic (OPC Clinic),opcclinic.com,info@opcclinic.com,info@opcclinic.com,yes,ok,https://opcclinic.com,medspa,glutathione,7
Opteluxe Wellness,opteluxewellness.com,np@opteluxewellness.com,np@opteluxewellness.com,yes,ok,https://opteluxewellness.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",17
OPtimalMD,optimalmdtx.com,admin@optimalmdtx.com,admin@optimalmdtx.com,yes,ok,https://optimalmdtx.com,medspa,"semaglutide, tirzepatide",9
OptimalSelf MD,optimalselfmd.com,office@optimalselfmd.com,office@optimalselfmd.com,yes,ok,https://optimalselfmd.com,medspa,,2
Optimal Wellness at International Plaza,optimalwellness.shop,info@optimalwellness.shop,info@optimalwellness.shop,yes,ok,https://optimalwellness.shop,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
"Optimal Wellness HRT, TRT, Peptides &amp; Weight Loss",optimalwellnesssol.com,info@optimalwellnesssol.com,info@optimalwellnesssol.com,yes,ok,https://optimalwellnesssol.com,medspa,"semaglutide, bpc-157, tb-500, ipamorelin, sermorelin, tesamorelin",12
Orlando Medical Weight Loss Clinic,orlandoweightloss.com,info@orlandoweightloss.com,info@orlandoweightloss.com,yes,ok,https://orlandoweightloss.com,medspa,"semaglutide, tirzepatide",14
"Ortega Wellness, Albuquerque",ortegawellness.com,info@ortegawellness.com,info@ortegawellness.com,yes,ok,https://ortegawellness.com,medspa,,2
Palace For Healthy Living And Consultants,palaceforhealthyliving.com,info@palaceforhealthyliving.com,impallari@gmail.com; info@palaceforhealthyliving.com,yes,ok,https://palaceforhealthyliving.com,medspa,"semaglutide, liraglutide",3
"Paradox Health, Rochester Hills",paradox.health,admin@paradox.health,mia@paradox.health; phil@paradox.health; admin@paradox.health,yes,ok,https://paradox.health,medspa,semaglutide,2
Pathway Wellness,pathwaywellness.com,office@pathwaywellness.com,office@pathwaywellness.com,yes,ok,https://pathwaywellness.com,medspa,GLP-1 weight loss peptides,7
Palm Beach Elite Health &amp; Wellness,pbe-healthwellness.com,pb-healthwellness@outlook.com,pb-healthwellness@outlook.com,yes,ok,https://pbe-healthwellness.com,medspa,"cagrilintide, bpc-157, nad+, ipamorelin, sermorelin, tesamorelin",10
"Dr. Kenneth P. Mitchell, MD",pensacolawellness.com,info@pensacolawellness.com,info@pensacolawellness.com,yes,ok,https://pensacolawellness.com,medspa,"bpc-157, tb-500, nad+, ipamorelin, cjc-1295, pt-141",12
Perfectly Bare Laser,perfectlybarelaser.com,info@perfectlybarelaser.com,ahmed@perfectlybarelaser.com; info@perfectlybarelaser.com,yes,ok,https://perfectlybarelaser.com,medspa,nad+,7
The Performance Center,performancecenterformen.com,info@performancecenterformen.com,info@performancecenterformen.com,yes,ok,https://performancecenterformen.com,medspa,GLP-1 weight loss peptides,5
The Phoenix Clinic,phoenixcliniccare.com,sibyl@phoenixcliniccare.com,sibyl@phoenixcliniccare.com,yes,ok,https://phoenixcliniccare.com,medspa,"semaglutide, tirzepatide, nad+, ipamorelin, sermorelin, tesamorelin",15
Pinnacle Wellness,pinnacle-wellness.com,admin@pinnacle-wellness.com,admin@pinnacle-wellness.com,yes,ok,https://pinnacle-wellness.com,medspa,"semaglutide, tirzepatide",7
Preventive Medicine Anti-Aging &amp; Chelation Therapy,pmaact.com,infobh@pmaact.com,infobh@pmaact.com; inforing@pmaact.com,yes,ok,https://pmaact.com,medspa,,5
POSH,poshhealthandwellness.com,michele@poshhealthandwellness.com,michele@poshhealthandwellness.com,yes,ok,https://poshhealthandwellness.com,medspa,glutathione,8
PRANA IV Hydration And Wellness Clinic,pranawellnessclinic.com,info@pranawellnessclinic.com,info@pranawellnessclinic.com,yes,ok,https://pranawellnessclinic.com,medspa,"bpc-157, nad+",10
Premiere Peptides and Wellness,premierepeptidesandwellness.com,info@premierepeptidesandwellness.com,info@premierepeptidesandwellness.com,yes,ok,https://premierepeptidesandwellness.com,medspa,tirzepatide,2
"Premier Physique Medical Weight Loss Clinic, Pleasanton",premierphysique.net,info@premierphysique.net,info@premierphysique.net,yes,ok,https://premierphysique.net,medspa,"semaglutide, tirzepatide, nad+",16
Premium Health,premiumhealth.us,hi@premiumhealth.us,hi@premiumhealth.us,yes,ok,https://premiumhealth.us,medspa,"semaglutide, tirzepatide, nad+, glutathione",12
Primal RX,primalrx.net,primalrx1984@gmail.com,primalrx1984@gmail.com,yes,ok,https://primalrx.net,medspa,GLP-1 weight loss peptides,6
Prime Body,primebody.com,info@primebody.com,info@primebody.com,yes,ok,https://primebody.com,medspa,GLP-1 weight loss peptides,5
Prime Life Wellness &amp; Health,primelifephilly.com,info@primelifephilly.com,info@primelifephilly.com,yes,ok,https://primelifephilly.com,medspa,sermorelin,4
"Prosper Health &#038; Aesthetics, Sioux City",prosperdirecthealth.com,info@prosperdirecthealth.com,info@prosperdirecthealth.com,yes,ok,https://prosperdirecthealth.com,medspa,"semaglutide, tirzepatide",15
"Pura Vitality Houston: Tahera English, DNP",puravitalitywellness.com,support@puravitalitywellness.com,support@puravitalitywellness.com,yes,ok,https://puravitalitywellness.com,medspa,,1
Pure Health &amp; Hormone Center,purehh.com,providers@purehh.com,providers@purehh.com,yes,ok,https://purehh.com,medspa,"thymosin beta-4, ipamorelin, pt-141, glutathione",10
"Pure Health Medical, Lake Forest",puremedoc.com,info@puremedoc.com,info@puremedoc.com,yes,ok,https://puremedoc.com,medspa,"semaglutide, nad+, glutathione",8
"Radiant Wellness &amp; Aesthetics, PLLC",radiantwellnessnc.janeapp.com,main@radiantwellnessnc.com,main@radiantwellnessnc.com,yes,ok,https://radiantwellnessnc.janeapp.com,medspa,,1
"Raquel Wall Nurse Practitioner, St. George",raquelwall.com,raquelwallnp@gmail.com,raquelwallnp@gmail.com,yes,ok,https://raquelwall.com,medspa,semaglutide,6
Raw Beauty Aesthetics,rawbeautyaesthetics.com,staff@rawbeautyaesthetics.com,staff@rawbeautyaesthetics.com,yes,ok,https://rawbeautyaesthetics.com,medspa,"tirzepatide, nad+, semaglutide",6
"Reflections Aesthetics and IV Bar, Philadelphia",reflectionshealthspa.com,aa-metrics@reflectionshealthspa.com,aa-metrics@reflectionshealthspa.com,yes,ok,https://reflectionshealthspa.com,medspa,"semaglutide, tirzepatide",7
Regen Wellness,regenivwellness.com,regeniv@regenivwellness.com,regeniv@regenivwellness.com,yes,ok,https://regenivwellness.com,medspa,kpv,7
Regen RX Therapy Medical Clinic,regenrxtherapy.com,info@regenrxtherapy.com,info@regenrxtherapy.com,yes,ok,https://regenrxtherapy.com,medspa,,2
REGEN Society Aesthetics + Wellness,regensocietyaesthetics.com,hello@regensocietyaesthetics.com,regensocietyaesthetics@gmail.com; hello@regensocietyaesthetics.com,yes,ok,https://regensocietyaesthetics.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",21
Rejuve Anti Aging,rejuveantiaging.com,support@rejuveantiaging.com,support@rejuveantiaging.com,yes,ok,https://rejuveantiaging.com,medspa,"semaglutide, tirzepatide, nad+",6
Eterna Vitality &amp; Wellness,reneeallenmd.com,support@reneeallenmd.com,support@reneeallenmd.com; reneeallenmd@gmail.com,yes,ok,https://reneeallenmd.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin beta-4, thymosin alpha-1",26
Renew You Aesthetics,renew-you.us,aesthetics@renew-you.us,leahraepetit@outlook.com; aesthetics@renew-you.us,yes,ok,https://renew-you.us,medspa,"semaglutide, tirzepatide",6
Renewed Therapeutics,renewed-therapeutics.com,renewedtherapeutics@gmail.com,renewedtherapeutics@gmail.com,yes,ok,https://renewed-therapeutics.com/contact,medspa,,2
Reset IV,resetiv.com,customercare@resetiv.com,customercare@resetiv.com,yes,ok,https://resetiv.com,medspa,"nad+, glutathione",3
Restorative Health of Colorado,reshealthco.com,info@reshealthco.com,info@reshealthco.com,yes,ok,https://reshealthco.com,medspa,"semaglutide, tirzepatide, bpc-157, thymosin alpha-1, nad+, ipamorelin",22
Resplendent Aesthetics Med Spa and IV,resplendentaesthetics.com,clinic@resplendentaesthetics.com,clinic@resplendentaesthetics.com; mark.targetpatientsmd@gmail.com,yes,ok,https://resplendentaesthetics.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin, glutathione",11
Restore You,restore-you.com,info@restore-you.com,info@restore-you.com,yes,ok,https://restore-you.com,medspa,,4
Restore Hope and Wellness,restorehopeandwellness.com,restorehopeandwellness@gmail.com,restorehopeandwellness@gmail.com,yes,ok,https://restorehopeandwellness.com,medspa,,1
RestorMedicine,restormedicine.com,info@restormedicine.com,info@restormedicine.com,yes,ok,https://restormedicine.com,medspa,"semaglutide, tirzepatide",7
"Retro Spa &amp; Wellness, PLLC",retrospawellness.com,info@retrospawellness.com,info@retrospawellness.com,yes,ok,https://retrospawellness.com,medspa,,1
Rêve Wellness,revewellness.com,info@revewellness.com,info@revewellness.com,yes,ok,https://revewellness.com,medspa,,4
"Revital IV, Jupiter",revitalivfl.com,info@revitalivfl.com,info@revitalivfl.com,yes,ok,https://revitalivfl.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",19
Revitalize Medical Spa,revitalizemedicalspa.com,crista@revitalizemedicalspa.com,crista@revitalizemedicalspa.com; lindsay@revitalizemedicalspa.com,yes,ok,https://revitalizemedicalspa.com,medspa,,1
Revival Health and Wellness,revivalhealthandwellnessgroup.com,southwest@revivalhealthandwellnessgroup.com,southwest@revivalhealthandwellnessgroup.com,yes,ok,https://revivalhealthandwellnessgroup.com,medspa,"semaglutide, tirzepatide",10
Revive MKE,revive-mke.com,reviveinjectablesmke@gmail.com,reviveinjectablesmke@gmail.com,yes,ok,https://revive-mke.com,vendor,kpv,1
"Revive Aesthetics &#038; Wellness Center, Chino Hills",reviveawc.com,info@reviveawc.com,info@reviveawc.com,yes,ok,https://reviveawc.com,medspa,semaglutide,5
Revive Wellness &amp; Aesthetics,revivewellness.clinic,info@revivewellness.clinic,info@revivewellness.clinic,yes,ok,https://revivewellness.clinic,medspa,semaglutide,4
"Revive Wellness, Kennewick",revivewellnessllc.net,info@revivewellnessllc.org,info@revivewellnessllc.org,yes,ok,https://revivewellnessllc.net,medspa,,2
Reviv Lounge,revivlounge.com,info@revivlounge.com,info@revivlounge.com; staff@revivlounge.com,yes,ok,https://revivlounge.com,medspa,"semaglutide, tirzepatide, nad+",13
REWIND Wellness &amp; Aesthetics,rewindaz.com,info@rewindaz.com,info@rewindaz.com,yes,ok,https://rewindaz.com,medspa,"semaglutide, tirzepatide, bpc-157, ipamorelin, sermorelin, cjc-1295",22
Remedy Wellness,rmdywellness.com,info@rmdywellness.com,info@rmdywellness.com,yes,ok,https://rmdywellness.com,medspa,,2
"RNA Medical Aesthetics, Philadelphia",rnamedicalaesthetics.com,info@rnamedicalaesthetics.com,info@rnamedicalaesthetics.com,yes,ok,https://rnamedicalaesthetics.com,medspa,,4
Rockford Pulmonary Clinic PLLC,rockfordpulmonaryclinic.com,contact@rockfordpulmonaryclinic.com,contact@rockfordpulmonaryclinic.com,yes,ok,https://rockfordpulmonaryclinic.com,medspa,"semaglutide, tirzepatide",11
"Round 2 IV Wellness Solutions, Albuquerque",round2iv.com,info@round2iv.com,info@round2iv.com,yes,ok,https://round2iv.com,medspa,"nad+, glutathione",10
RR Wellness Clinic,rrwellnessclinic.com,info@rrwellnessclinic.com,info@rrwellnessclinic.com,yes,ok,https://rrwellnessclinic.com,medspa,"semaglutide, tirzepatide",3
"Dr. Charles F. Carpenter, MD",sachealthandhealing.com,sachealthandhealing@gmail.com,sachealthandhealing@gmail.com,yes,ok,https://sachealthandhealing.com,medspa,,1
Salt Functional Medicine,saltfunctionalmedicine.com,info@saltfunctionalmedicine.com,info@saltfunctionalmedicine.com,yes,ok,https://saltfunctionalmedicine.com,medspa,GLP-1 weight loss peptides,4
Saltwater Wellness,saltwater-wellness.com,info@saltwater-wellness.com,info@saltwater-wellness.com,yes,ok,https://saltwater-wellness.com,medspa,"semaglutide, nad+, glutathione",13
San Diego HGH Therapy Doctor,sandiego.hghtherapydoctor.us,sandiegohghdoctor@gmail.com,sandiegohghdoctor@gmail.com; hghtherapydoctorus@gmail.com; dallashghtherapydoctor@gmail.com; bostonhghtherapydoctor@gmail.com; chicagohghtherapydoctor@gmail.com; houstonhghtherapydoctor@gmail.com; losangeleshghtherapydoctor@gmail.com; phoenixhghdoctor@gmail.com,yes,ok,https://sandiego.hghtherapydoctor.us,vendor,sermorelin,1
SC My Care,scmycare.com,admin@scmycare.com,admin@scmycare.com; ccooper@scmycare.com,yes,ok,https://scmycare.com,medspa,"semaglutide, tirzepatide, ipamorelin, cjc-1295",9
Sculpt1 Studio,sculpt1.com,info@sculpt1.com,info@sculpt1.com,yes,ok,https://sculpt1.com,medspa,GLP-1 weight loss peptides,3
"Semaglutide Atlanta, Atlanta",semaglutideatlanta.com,contact@semaglutideatlanta.com,contact@semaglutideatlanta.com,yes,ok,https://semaglutideatlanta.com,medspa,"semaglutide, tirzepatide",5
Semaglutide For Weight Loss,semaglutideforweightloss.com,info@semaglutideforweightloss.com,info@semaglutideforweightloss.com,yes,ok,https://semaglutideforweightloss.com,medspa,"semaglutide, tirzepatide, retatrutide, liraglutide, bpc-157, nad+",24
"Sempre Day &#038; Medical Spa, Alpharetta",sempredayspa.com,semprejohnscreek@sempredayspa.com,semprejohnscreek@sempredayspa.com,yes,ok,https://sempredayspa.com,medspa,GLP-1 weight loss peptides,4
"SER Aesthetics, Folsom",seraesthetics.com,seraesthetics@gmail.com,seraesthetics@gmail.com,yes,ok,https://seraesthetics.com,medspa,"semaglutide, sermorelin",3
Serene Aesthetics &amp; Wellness MedSpa,sereneaestheticsandmedspa.com,serenemedspa4004@gmail.com,serenemedspa4004@gmail.com,yes,ok,https://sereneaestheticsandmedspa.com/contact-us,medspa,semaglutide,1
Shared Wellness,sharedwellnessmd.com,info@sharedwellnessmd.com,info@sharedwellnessmd.com,yes,ok,https://sharedwellnessmd.com,medspa,"semaglutide, tirzepatide",4
Simply Thrive Medical,simplythrivemedical.com,contact@simplythrivemedical.com,contact@simplythrivemedical.com,yes,ok,https://simplythrivemedical.com,medspa,GLP-1 weight loss peptides,6
Slim Weight Loss,slimmedicalweightloss.com,info@slimmedicalweightloss.com,info@slimmedicalweightloss.com,yes,ok,https://slimmedicalweightloss.com,medspa,"semaglutide, ghk-cu",5
Sneed MediSpa,sneedmedispa.com,sneedmedspa@gmail.com,sneedmedspa@gmail.com,yes,ok,https://sneedmedispa.com,medspa,glutathione,4
So Cal Slim,socalslim.com,info@socalslim.com,info@socalslim.com,yes,ok,https://socalslim.com,medspa,"semaglutide, tirzepatide, bpc-157, thymosin alpha-1, nad+, ipamorelin",9
"Solaria Urgent &#038; Primary Care, Ocala",solariahealthcare.com,contact@solariahealthcare.com,contact@solariahealthcare.com,yes,ok,https://solariahealthcare.com,medspa,"semaglutide, tirzepatide, glutathione",5
FL Medical Weight Loss,soleabeautylounge.com,info@soleabeautylounge.com,info@soleabeautylounge.com,yes,ok,https://soleabeautylounge.com,medspa,"tirzepatide, nad+",3
"MENOPAUSE CLINIC OF AUSTIN: SOPHIE HUNT, PA-C",sophiehuntpa.com,sophiehuntpac@gmail.com,sophiehuntpac@gmail.com,yes,ok,https://sophiehuntpa.com,medspa,,1
South Shore Weight Loss &amp; Aesthetics,southshoreweightlosscenter.com,info@southshoreweightlosscenter.com,info@southshoreweightlosscenter.com,yes,ok,https://southshoreweightlosscenter.com,medspa,"semaglutide, tirzepatide, nad+, sermorelin",15
Weight Loss injections,spinejointnj.com,sjpcllc@gmail.com,sjpcllc@gmail.com,yes,ok,https://spinejointnj.com,medspa,"semaglutide, tirzepatide",8
Springs Rejuvenation,springsrejuvenation.com,info@springsrejuvenation.com,info@springsrejuvenation.com; alyssa@springsrejuvenation.com,yes,ok,https://springsrejuvenation.com,medspa,,1
Stone Creek Health and Wellness,stonecreekhealth.com,communication@stonecreekhealth.com,communication@stonecreekhealth.com,yes,ok,https://stonecreekhealth.com/contact-us/,medspa,GLP-1 weight loss peptides,5
Strength Doctor,strengthdoctor.com,info@strengthdoctor.com,info@strengthdoctor.com,yes,ok,https://strengthdoctor.com,medspa,"semaglutide, bpc-157, tb-500, ipamorelin, sermorelin, tesamorelin",16
"Dr. William D. Summers, MD",summersgynecology.com,info@summersgynecology.com,info@summersgynecology.com,yes,ok,https://summersgynecology.com,medspa,GLP-1 weight loss peptides,5
Suncoast Trim Clinic,suncoasttrimclinic.com,health@suncoasttrimclinic.com,health@suncoasttrimclinic.com,yes,ok,https://suncoasttrimclinic.com,vendor,GLP-1 weight loss peptides,3
Sunrise Weight Loss and Wellness,sunrisewellnessma.com,vanessa@sunrisewellnessma.com,vanessa@sunrisewellnessma.com,yes,ok,https://sunrisewellnessma.com,medspa,GLP-1 weight loss peptides,3
Synchronicity Health,synchronicityhealth.net,info@synchronicityhealth.net,info@synchronicityhealth.net,yes,ok,https://synchronicityhealth.net,medspa,semaglutide,6
Wellness Medical Clinic,tallyclinics.com,850wellness@gmail.com,850wellness@gmail.com,yes,ok,https://tallyclinics.com,medspa,,2
Testo Diet Weight Loss and Hormone Center,testodietcenter.com,jordan@testodietcenter.com,jordan@testodietcenter.com,yes,ok,https://testodietcenter.com,medspa,"semaglutide, tirzepatide",7
The A-List Clinic,thealistclinic.com,contact@thealistclinic.com,czarina@thealistclinic.com; contact@thealistclinic.com,yes,ok,https://thealistclinic.com,medspa,"semaglutide, oxytocin",8
The Calibrate Project,thecalibrateproject.com,info@thecalibrateproject.com,info@thecalibrateproject.com,yes,ok,https://thecalibrateproject.com,vendor,semaglutide,4
The Clubhouse Wellness,theclubhousewellness.com,info@theclubhousewellness.com,info@theclubhousewellness.com,yes,ok,https://theclubhousewellness.com,medspa,nad+,3
The Confidence Studio,theconfidencestudio23.com,confidence.studio1@gmail.com,confidence.studio1@gmail.com,yes,ok,https://theconfidencestudio23.com,medspa,"semaglutide, tirzepatide",8
Cornerstone Integrated Health,thecornerstonehealth.com,info@thecornerstonehealth.com,info@thecornerstonehealth.com,yes,ok,https://thecornerstonehealth.com,medspa,"semaglutide, tirzepatide",8
The Fountain MRI Full Body Scan West Palm Beach,thefountainwpb.com,hello@thefountainwpb.com,hello@thefountainwpb.com,yes,ok,https://thefountainwpb.com,medspa,GLP-1 weight loss peptides,7
The Functional MDs,thefunctionalmds.com,hello@thefunctionalmds.com,hello@thefunctionalmds.com,yes,ok,https://thefunctionalmds.com,medspa,GLP-1 weight loss peptides,6
The Injectory,theinjectory.com,info@theinjectory.com,info@theinjectory.com,yes,ok,https://theinjectory.com,medspa,"semaglutide, tirzepatide",12
The Look Med Spa,thelookmedspalv.com,info@thelookmedspalv.com,thelookmedspa@gmail.com; info@thelookmedspalv.com,yes,ok,https://thelookmedspalv.com,medspa,,1
NV Medspa Honolulu,thenvmedspa.com,nvmedspahonolulu@gmail.com,nvmedspahonolulu@gmail.com,yes,ok,https://thenvmedspa.com,medspa,GLP-1 weight loss peptides,2
The Remedy IV Health + Wellness,theremedyiv.com,john@theremedyiv.com,john@theremedyiv.com,yes,ok,https://theremedyiv.com,medspa,nad+,8
"The Riegel Center: Christopher Riegel, M.D.",theriegelcenter.com,info@theriegelcenter.com,info@theriegelcenter.com,yes,ok,https://theriegelcenter.com,medspa,,4
"The Spa at Atrium, Canton",thespaatatrium.com,the.spa.at.atrium@gmail.com,the.spa.at.atrium@gmail.com,yes,ok,https://thespaatatrium.com,medspa,"semaglutide, tirzepatide",4
Thrive Aesthetics &amp; Wellness,thrive-aestheticsandwellness.com,mgrossman@thrive-aestheticsandwellness.com,mgrossman@thrive-aestheticsandwellness.com,yes,ok,https://thrive-aestheticsandwellness.com,medspa,"semaglutide, tirzepatide",14
"Thrive Health &#038; Hydration, Sioux City",thrivewellnesscenter.net,damon@thrivewellnesscenter.net,damon@thrivewellnesscenter.net,yes,ok,https://thrivewellnesscenter.net,medspa,,3
Thryve Clinic LLC,thyrveclinic.com,info@thyrveclinic.com,info@thyrveclinic.com; appointments@thyrveclinic.com; billing@thyrveclinic.com,yes,ok,https://thyrveclinic.com,medspa,"nad+, glutathione",11
"Timeless Injectables, Orland Park",timelessinjectables.com,lisanicolenp@gmail.com,lisanicolenp@gmail.com,yes,ok,https://timelessinjectables.com,medspa,semaglutide,1
Total Vitality Colorado,totalvitalitycolorado.com,hello@totalvitalitycolorado.com,hello@totalvitalitycolorado.com,yes,ok,https://totalvitalitycolorado.com,medspa,,2
Transformations,transformationsweightloss.com,transformations.corp@gmail.com,transformations.corp@gmail.com; transformations.lmmanager@gmail.com,yes,ok,https://transformationsweightloss.com,medspa,GLP-1 weight loss peptides,4
"Transformative Health And Wellness, Longview",transformlongview.com,info@transformlongview.com,info@transformlongview.com,yes,ok,https://transformlongview.com,medspa,semaglutide,3
"Trilogy Health- Weight &#038; Laser Center, La Mesa",trilogyhealth.net,info@trilogyhealth.net,info@trilogyhealth.net,yes,ok,https://trilogyhealth.net,medspa,"semaglutide, tirzepatide",6
TriMotus,trimotus.com,drkhavari@trimotus.com,drkhavari@trimotus.com,yes,ok,https://trimotus.com,medspa,,4
The Restoration Place Clinic,trpclinic.com,schedule@trpclinic.com,schedule@trpclinic.com,yes,ok,https://trpclinic.com,medspa,,3
TRT Miami,trtmiami.com,info@trtmiami.com,info@trtmiami.com,yes,ok,https://trtmiami.com,medspa,"semaglutide, tirzepatide, glutathione",5
TRT Performance Men’s Health Clinic,trtperformancemh.com,trtperformancemh@outlook.com,trtperformancemh@outlook.com,yes,ok,https://trtperformancemh.com,medspa,,3
True South Wellness,truesouthwellness.com,tonya@truesouthwellness.com,tonya@truesouthwellness.com,yes,ok,https://truesouthwellness.com,medspa,GLP-1 weight loss peptides,4
"Tula Wellness and Aesthetics, Tucson",tulawellnessmd.com,info@tulawellnessmd.com,info@tulawellnessmd.com,yes,ok,https://tulawellnessmd.com,medspa,semaglutide,5
