vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Beauty Bae Studio Body Spa,beautybaestudio.com,,,,unreachable,,,,
Beauty Bar & Boutique,beautybarwyo.com,beautybar.wyo@gmail.com,beautybar.wyo@gmail.com,yes,no_peptides,https://beautybarwyo.com,vendor,,0
Beauty & Bliss Medspa,beautyblissmedspa.com,,,,no_email,,vendor,,0
Beauty Kingdom,beautykingdom1.com,,,yes,no_email,https://beautykingdom1.com,medspa,,0
Beauty Nurse Abbe,beautynurseabbe.com,,,,no_email,https://beautynurseabbe.com,medspa,,0
The Beauty Pact,beautypactdsm.com,admin@beautypactdsm.com,admin@beautypactdsm.com,yes,no_peptides,https://beautypactdsm.com,medspa,,0
Beauty Sleep Injections,beautysleepinjections.com,,,yes,no_email,https://beautysleepinjections.com,medspa,,0
BeBalanced Natural Hormone Weight Loss,bebalancedcenters.com,,,,no_email,,vendor,,0
beem® Light Sauna Raleigh,beemlightsauna.com,,,,no_email,https://beemlightsauna.com,vendor,,0
Bella Aesthetics LLC,bellaaestheticsma.com,bellaaestheticsclinic@gmail.com,bellaaestheticsclinic@gmail.com,,no_peptides,https://bellaaestheticsma.com,medspa,,0
Bella Bello med spa,bellabellomedspa.com,,,yes,no_email,https://bellabellomedspa.com,medspa,,0
Bella Bliss Esthetic,bellabliss.glossgenius.com,,,,no_email,https://bellabliss.glossgenius.com,medspa,GLP-1 weight loss peptides,2
Belladerma Med Spa,belladermamedspa.com,,,yes,no_email,https://belladermamedspa.com,medspa,,0
Bella Donna Medispa,belladonnamedispa.com,,,yes,no_email,https://belladonnamedispa.com,medspa,,0
Bella Fiore Day Spa,bellafioredayspa.com,,,yes,no_email,https://bellafioredayspa.com,medspa,,0
Bella Grey Medical Spa,bellagreymedspa.com,bellagreymedspa@gmail.com,bellagreymedspa@gmail.com,yes,already known,https://bellagreymedspa.com,medspa,semaglutide,3
Bellasee™,bellasee.com,info@bellasee.com,info@bellasee.com; u002f@bellasee.beauty,yes,no_peptides,https://bellasee.com,medspa,,0
Gameday Men's Health Fort Mitchell,bellavaaesthetics.com,bellavaaesthetics@gmail.com,bellavaaesthetics@gmail.com,,no_peptides,https://bellavaaesthetics.com,medspa,,0
Bella Vida Tan and Spa,bellavidatanandspa.com,,,,no_email,https://bellavidatanandspa.com,vendor,,0
Bella Vi Spa & Aesthetics,bellavimedspa.com,,,,no_email,,vendor,,0
Solutions Functional Medicine / Vitamin Bar,bellevietoday.com,,,yes,no_email,https://bellevietoday.com,medspa,"semaglutide, nad+",7
Bellezza 2,bellezzayou.com,,,yes,no_email,https://bellezzayou.com,vendor,,0
Bellissima Aesthetics,bellissimaaestheticsbyliz.com,,,yes,no_email,https://bellissimaaestheticsbyliz.com,medspa,,0
Belly Scrubs,bellyscrubs.com,,,,no_email,https://bellyscrubs.com,vendor,,0
Benessere Clinic,benesserewy.com,,,yes,no_email,https://benesserewy.com/contact-us,medspa,,3
Benton Wellness & Aesthetics,bentonwa.com,,,,no_email,https://bentonwa.com,medspa,,0
Flourish Hormone Replacement & Wellness Centers,bepurewell.com,info@bepurewell.com,info@bepurewell.com,yes,no_peptides,https://bepurewell.com,medspa,,0
Bergamot Massage Therapy & Bodywork + Sauna,bergamotmassage.com,reception@bergamotmassage.com,reception@bergamotmassage.com,yes,no_peptides,https://bergamotmassage.com,medspa,,0
Berkshire on Main,berkshiresalondayspa.com,info@berkshiresalondayspa.com,info@berkshiresalondayspa.com,yes,no_peptides,https://berkshiresalondayspa.com,vendor,,0
Be Timeless Medical Aesthetics & Wellness,betimeless.pro,betimeless2@gmail.com,betimeless2@gmail.com,yes,no_peptides,https://betimeless.pro,medspa,,0
Vibrant Med Spa,bevibrantmedspa.com,,,yes,no_email,https://bevibrantmedspa.com,medspa,,1
"Dr. Michelle McElroy, DO, FACOOG",bewellmedicalok.com,,,yes,no_email,https://bewellmedicalok.com,medspa,"semaglutide, tirzepatide",10
Beyond Beautiful by Melissa,beyondbeautifulbymelissa.com,appointment.beyondbeautiful@gmail.com,appointment.beyondbeautiful@gmail.com,yes,no_peptides,https://beyondbeautifulbymelissa.com,medspa,,0
Beyond Beauty Medspa RI,beyondbeautyri.com,beyondbeautyri@gmail.com,beyondbeautyri@gmail.com,yes,no_peptides,https://beyondbeautyri.com,medspa,,0
Beyond Smiles DentaSpa,beyondsmilesdentalspa.com,,,yes,no_email,https://beyondsmilesdentalspa.com,medspa,,0
Big Sky Cleansing Center Detox Spa & Colon Hydrotherapy,bigskycleanse.com,,,yes,no_email,https://bigskycleanse.com,vendor,,0
HRT Doctor Palm Bay,bijoumedspa.com,,,,no_email,,vendor,,0
Ozone Therapy And Treatment NYC,biograph.com,info@biograph.com,info@biograph.com,yes,no_peptides,https://biograph.com,medspa,,0
Twin Rivers IV & Wellness Lounge,biosymmetry.com,,,,no_email,,vendor,,0
Birmingham Day Spa,birminghamdayspa.com,,,yes,no_email,https://birminghamdayspa.com,medspa,GLP-1 weight loss peptides,3
Blaze,blazethespa.com,blazethespajesup@gmail.com,blazethespajesup@gmail.com,,no_peptides,,vendor,,0
Blessed Beauty,blessedbeautylashbar.com,,,,no_email,https://blessedbeautylashbar.com,medspa,,0
Bliss Day Spa & Studios,blissdayspa-studios.com,,,,unreachable,,,,
Bliss Face and Body Studio,blissfaceandbody.com,,,,unreachable,,,,
"Blissful Aesthetics & Wellness, LLC",blissfulaestheticsandwellness.com,rodriguezbell3@gmail.com,rodriguezbell3@gmail.com,yes,no_peptides,https://blissfulaestheticsandwellness.com,medspa,,0
Bliss Salon & Spa Suites,blisslex.com,,,,no_email,https://blisslex.com/contact-us,vendor,,0
Bliss Wellness and Aesthetic Studios,blisswellnessstudios.com,,,yes,no_email,https://blisswellnessstudios.com,medspa,,0
Bloom Medical Aesthetics,bloomaesthetics.com,,,yes,no_email,https://bloomaesthetics.com,medspa,,0
"Gameday Men's Health Brighton, MI",bloomfunctionalmedicine.com,info@bloomfunctionalmedicine.com,info@bloomfunctionalmedicine.com,yes,no_peptides,https://bloomfunctionalmedicine.com,medspa,,0
Bloom Med Spa,bloommedspas.com,hello@bloommedspas.com,hello@bloommedspas.com,yes,no_peptides,https://bloommedspas.com,medspa,,0
Bloom Wellness & Aesthetics,bloomwellnessandaesthetics.com,,,,no_email,,vendor,,0
Bloom X Beauty Lounge,bloomx.glossgenius.com,bloomxbeauty24@gmail.com,bloomxbeauty24@gmail.com,yes,no_peptides,https://bloomx.glossgenius.com,vendor,,0
The Total You Medical Spa,blossomhouston.com,,,,unreachable,,,,
Blu Bird Spa,blubirdspa.com,,,yes,no_email,https://blubirdspa.com,vendor,,0
Bluegrass Beauty Aesthetics,bluegrassbeautyaesthetics.com,,,,no_email,https://bluegrassbeautyaesthetics.com,medspa,,0
Blue October Spa,blueoctoberspa.com,blueoctoberstaff@gmail.com,blueoctoberstaff@gmail.com,yes,no_peptides,https://blueoctoberspa.com/contact-us,medspa,,0
Blush & Bold Medical Aesthetics,blushboldaesthetics.com,,,,unreachable,,,,
Blush Skin & Soul Spa,blushportsmouth.com,,,yes,no_email,https://blushportsmouth.com,vendor,,0
Bobbi Bullock Medical Esthetics & The Mobile MedSpa Party,bobbibullock.com,,,yes,no_email,https://bobbibullock.com,medspa,semaglutide,3
"Bodied by Beaux, LLC",bodiedbybeaux.com,,,,unreachable,,,,
BODY ZEN SPA / REHAB HUB,body-zen-spa-rehab-hub-106099.square.site,,,,no_email,,vendor,,0
Body Anew Spa and Aesthetics,bodyanewaesthetics.com,bodyanew@icloud.com,bodyanew@icloud.com,yes,no_peptides,https://bodyanewaesthetics.com,medspa,,0
"My Body Bar Aesthetics, LLC",bodybaraesthetics.com,mybodybar@bodybaraesthetics.com,mybodybar@bodybaraesthetics.com,yes,no_peptides,https://bodybaraesthetics.com,medspa,,0
Align Massage & Yoga Studio,bodybreathmindmovement.com,connect@bodybreathmindmovement.com,connect@bodybreathmindmovement.com,yes,no_peptides,https://bodybreathmindmovement.com,medspa,,0
BodyBrite Omaha Laser Hair Removal & Spa,bodybriteomaha.com,,,,no_email,https://bodybriteomaha.com/contact-us/,vendor,,0
RISE Med Spa,bodybyravi.com,,,yes,no_email,https://bodybyravi.com,medspa,semaglutide,2
Body Contour Aesthetics & Wellness,bodycontourrecovery.com,,,,unreachable,,,,
BodyGlo Omaha Laser Hair Removal & Spa,bodygloomaha.com,info@bodygloomaha.com,info@bodygloomaha.com,yes,no_peptides,https://bodygloomaha.com,medspa,,0
BodyPoint Medspa,bodypointutah.com,,,yes,no_email,https://bodypointutah.com,medspa,"ipamorelin, sermorelin, cjc-1295",6
Body Sculpting by Nnajs Den,bodysculptingbynnajsden.shop.bodysculptingandmorebynnajsden.com,,,,unreachable,,,,
Body Specific,bodyspecificllc.com,office@bodyspecificllc.com,office@bodyspecificllc.com,yes,no_peptides,https://bodyspecificllc.com,medspa,,0
Body Therapy by Robin LLC,bodytherapybyrobin.com,info@bodytherapybyrobin.com,info@bodytherapybyrobin.com,yes,no_peptides,https://bodytherapybyrobin.com,vendor,,0
BodyWurx by Jimmy,bodywurxbyjimmy.com,jimmy@bodywurxbyjimmy.com,jimmy@bodywurxbyjimmy.com,yes,no_peptides,https://bodywurxbyjimmy.com,medspa,,0
Bohemian Oasis Healing Center,bohemianoasis.org,relax@bohemianoasis.org,relax@bohemianoasis.org,,no_peptides,https://bohemianoasis.org,vendor,,0
Bonafide Queens Body Contour,bonafidequeensbodycontour.com,,,,no_email,,vendor,,0
Bonnie Seeley Aesthetics,bonnieseeleyaesthetics.com,bonnieseeleyae@gmail.com,bonnieseeleyae@gmail.com,yes,no_peptides,https://bonnieseeleyaesthetics.com,medspa,,0
Anew Med Spa & Clinic,booking.mangomint.com,,,,no_email,https://booking.mangomint.com,vendor,,0
Meraki Beauty Skin Studios,bookmerakib.com,merakibeautyskinstudios@gmail.com,merakibeautyskinstudios@gmail.com,yes,no_peptides,https://bookmerakib.com,vendor,,0
TORQUE Tattoo,bookskinalchemy.com,,,,unreachable,,,,
Wellness in Motion Boston @ Heartbreak Hill,boston.dexafit.com,boston@dexafit.com,boston@dexafit.com,yes,already known,https://boston.dexafit.com,medspa,GLP-1 weight loss peptides,2
Gameday Men's Health Framingham,bostonbiologic.com,,,,unreachable,,,,
Lightning Sports Medicine,botanicalbeautyvt.com,kristaevincent@hotmail.com,kristaevincent@hotmail.com,yes,no_peptides,https://botanicalbeautyvt.com,vendor,,0
Botanica Spa,botanicanh.com,,,yes,no_email,https://botanicanh.com,vendor,,0
Twin City Health,boutiquewellnessnc.com,,,yes,no_email,https://boutiquewellnessnc.com,medspa,semaglutide,6
Beauty By Magick Shay,brattleborobeauty.com,magickshay@gmail.com,magickshay@gmail.com; u003emagickshay@gmail.com,yes,no_peptides,https://brattleborobeauty.com,medspa,,0
Bray’s Beauty Bar,braysbeautybar.glossgenius.com,braylinnsbeautybar@gmail.com,braylinnsbeautybar@gmail.com,yes,no_peptides,https://braysbeautybar.glossgenius.com,vendor,,0
Woodhouse Spa,briargate.woodhousespas.com,,,,no_email,,vendor,kpv,1
Bright Day Spa,brightdayspa.my.canva.site,,,,unreachable,,,,
Broadmoor Wellness & Cryotherapy,broadmoorwellnesscryospa.com,,,yes,no_email,https://broadmoorwellnesscryospa.com,vendor,,0
Brunswick Wellness and Hydration,brunswickwellnessandhydration.com,emilysmallr@gmail.com,emilysmallr@gmail.com,yes,already known,https://brunswickwellnessandhydration.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",7
Rochester Aesthetics,buffaloaesthetics.com,,,yes,no_email,https://buffaloaesthetics.com,medspa,nad+,3
Buffalo Skincare Therapy,buffaloskincaretherapy.com,gemlynn33@gmail.com,gemlynn33@gmail.com,yes,no_peptides,https://buffaloskincaretherapy.com,medspa,,0
Annie's Massage Spa,business.joinsmiley.com,,,,no_email,https://business.joinsmiley.com,vendor,,0
Bee Natural Spa,busiussa.org,,,,no_email,https://busiussa.org,vendor,,0
Butter Day Spa,butterdayspa.com,,,yes,no_email,https://butterdayspa.com,medspa,,0
Butterfly Medical Spa,butterflymedspa.com,info@butterflymedspa.com,info@butterflymedspa.com,yes,no_peptides,https://butterflymedspa.com,medspa,,0
Vibrant Aesthetics,byvibrantaesthetics.com,,,,unreachable,,,,
XOXO Beauty Medspa & Wellness Refuge,calivingweightloss.com,,,,no_email,,vendor,,0
Calmaia Minds Health & Wellness,calmaiaminds.com,info@calmaiaminds.com,info@calmaiaminds.com,yes,no_peptides,https://calmaiaminds.com,medspa,,0
Calm Spa and Salon,calmspaandsalon.com,,,yes,no_email,https://calmspaandsalon.com,medspa,,0
Cameo Facial Aesthetics,cameofacialaesthetics.com,,,yes,no_email,https://cameofacialaesthetics.com,medspa,tirzepatide,7
Candescent Health and Wellness,candescent.health,,,yes,no_email,https://candescent.health,medspa,GLP-1 weight loss peptides,3
Iowa HBOT,capitalchirodsm.com,,,yes,no_email,https://capitalchirodsm.com,medspa,,0
Capitol Spa,capitolspavt.com,info@capitolspavt.com,info@capitolspavt.com,yes,no_peptides,https://capitolspavt.com,medspa,,0
Carbon World Health,carbonworldhealth.com,,,yes,no_email,https://carbonworldhealth.com,medspa,"semaglutide, tirzepatide",9
Renew Vitality Testosterone Clinic,cardinalagemanagement.com,,,,no_email,,vendor,,0
Carpe Diem Studio,carpediemyogastudio.com,info@carpediemyogastudio.com,info@carpediemyogastudio.com,yes,no_peptides,https://carpediemyogastudio.com,vendor,,0
Carpe Omni Med Spa,carpeomnimedspa.com,,,yes,no_email,https://carpeomnimedspa.com,medspa,semaglutide,4
Cashmere Boutique Spa,cashmereboutiquespa.com,cashmereboutiquespa@gmail.com,cashmereboutiquespa@gmail.com,,no_peptides,https://cashmereboutiquespa.com,vendor,,0
Bally's Shreveport Casino & Hotel,casinos.ballys.com,,,,no_email,https://casinos.ballys.com,vendor,,0
CA Skin & Body Clinic,caskinandbody.com,caskinandbodyclinic@gmail.com,caskinandbodyclinic@gmail.com,yes,already known,https://caskinandbody.com,medspa,semaglutide,3
Pure Essence Medical Spa,cassielane.com,,,yes,no_email,https://cassielane.com,medspa,"semaglutide, tirzepatide",9
CB Skin Secrets,cbskinsecrets.com,dr.stacey@cbskinsecrets.com,dr.stacey@cbskinsecrets.com,yes,no_peptides,https://cbskinsecrets.com,medspa,,0
Center for Cosmetic & Laser Surgery,cclscosmetic.com,mozment@cclscosmetic.com,mozment@cclscosmetic.com,yes,no_peptides,https://cclscosmetic.com,medspa,,0
Cosmetic Enhancement Center of New England Waterville,cecofne.com,,,yes,no_email,https://cecofne.com,medspa,"semaglutide, tirzepatide",6
Celebrity Skin,celebrityskinscottsdale.com,jennifer@celebrityskinscottsdale.com,jennifer@celebrityskinscottsdale.com,yes,no_peptides,https://celebrityskinscottsdale.com,medspa,,0
Celestial Med Spa,celestialmedspa.com,,,,unreachable,,,,
INFINITY Laser Hair Removal,celsiusmedspa.com,,,yes,no_email,https://celsiusmedspa.com,medspa,semaglutide,1
Center For Dermatology & Laser Surgery (Hillsboro Clinic),centerdermlaser.com,,,yes,no_email,https://centerdermlaser.com,medspa,,0
Center for Medical Aesthetics,centerformedicalaestheticsri.com,,,yes,no_email,https://centerformedicalaestheticsri.com,medspa,,0
The Center For Mind Body & Spirit,centerformindbodyspirit.com,info@centerformindbodyspirit.com,info@centerformindbodyspirit.com; appointments@centerformindbodyspirit.com,yes,no_peptides,https://centerformindbodyspirit.com,medspa,,0
OsteoStrong,centers.osteostrong.me,,,,no_email,https://centers.osteostrong.me,vendor,,0
Ceremony Salon & Spa,ceremonybzn.com,info@ceremonybzn.com,info@ceremonybzn.com,,no_peptides,https://ceremonybzn.com,vendor,,0
Dr. Catherine Vanderloos,cfvanderloos.com,,,,no_email,,vendor,,0
Advanced TRT Clinic,chara-health.com,,,,no_email,https://chara-health.com,vendor,,1
The Estuary Spa at The Beach Club Charleston,charlestonharborresort.com,,,yes,no_email,https://charlestonharborresort.com,vendor,,0
Charleston Laser and Aesthetics,charlestonlac.com,,,,unreachable,,,,
Charleston Medical Massage and Lymphatic Therapy,charlestonlymphaticmassages.com,,,,no_email,https://charlestonlymphaticmassages.com,vendor,,0
Effleurage Spa Charles Town LLC,charlestownspa.com,,,yes,no_email,https://charlestownspa.com,vendor,,0
"Gameday Men's Health North Haven, CT",charliblakesmedspa.com,charliblakesmedspa1@gmail.com,charliblakesmedspa1@gmail.com,yes,already known,https://charliblakesmedspa.com,medspa,"semaglutide, nad+",5
Afro Herbalist,charliethewaxer.glossgenius.com,,,,no_email,https://charliethewaxer.glossgenius.com,medspa,GLP-1 weight loss peptides,2
MED 1 Health & Wellness Corp,charlottetherapies.com,cryotherapyportcharlotte@gmail.com,cryotherapyportcharlotte@gmail.com,yes,no_peptides,https://charlottetherapies.com,vendor,,0
Cheeky Curated Aesthetics,cheekycurated.com,cheekybeautybar@gmail.com,cheekybeautybar@gmail.com; shannonmagda@gmail.com,,no_peptides,https://cheekycurated.com,medspa,,0
Chesapeake Vein Center and MedSpa,chesapeakeveinandmedspa.com,,,,no_email,https://chesapeakeveinandmedspa.com,vendor,,0
Cheyenne Mountain Gynecology and Med Spa,cheyennemountaingynecology.com,,,,unreachable,,,,
Botox injections by Chicagoland Aesthetics,chicagolandaesthetics.com,,,yes,no_email,https://chicagolandaesthetics.com,medspa,,0
Total Vitality Medical Group,chillnoutclearwater.com,info@chillnoutclearwater.com,info@chillnoutclearwater.com,yes,no_peptides,https://chillnoutclearwater.com,vendor,,0
Woodstock Health Clinic PLLC,chirowellnessstudio.com,,,,no_email,https://chirowellnessstudio.com,vendor,"nad+, kpv",3
515 Wellness and Aesthetics,chooseoptimizewellness.com,,,yes,no_email,https://chooseoptimizewellness.com,medspa,nad+,4
Leaves of Life,chooseprecisionhealth.com,,,yes,no_email,https://chooseprecisionhealth.com,medspa,"semaglutide, bpc-157, nad+, ipamorelin, sermorelin",13
Chrome Aesthetics,chromeaestheticsspa.com,betweenuandmespa@gmail.com,betweenuandmespa@gmail.com,yes,no_peptides,https://chromeaestheticsspa.com,medspa,,0
Ciel Eau Day Spa,ciel-eau.com,cieleaullc@gmail.com,cieleaullc@gmail.com,yes,no_peptides,https://ciel-eau.com,medspa,,0
"Cilantro Hair Spa, LLC",cilantrohairspa.com,,,yes,no_email,https://cilantrohairspa.com,vendor,,0
Timeless Aesthetics MedSpa,cincymedspa.com,info@cincymedspa.com,info@cincymedspa.com,yes,no_peptides,https://cincymedspa.com,medspa,,0
Citrus and Willow Aesthetics,citrusandwillowskin.com,,,,unreachable,,,,
CJ Esthetics,cjesthetics.com,info@cjesthetics.com,info@cjesthetics.com; carabrantley@gmail.com,yes,no_peptides,https://cjesthetics.com,medspa,,0
Cleveland Aesthetics Studio,clevelandaestheticsstudio.com,clevelandaestheticsstudio@gmail.com,clevelandaestheticsstudio@gmail.com,yes,no_peptides,https://clevelandaestheticsstudio.com,medspa,,0
QC Kinetix (Independence),clevelandhealthgroup.com,,,,no_email,,vendor,,0
Peak TRT,clevelandivhydration.com,impallari@gmail.com,impallari@gmail.com,yes,already known,https://clevelandivhydration.com,medspa,"nad+, glutathione",4
Restore Hyper Wellness,cloud9eesystem.com,,,yes,no_email,https://cloud9eesystem.com,vendor,,0
Cloud Clinic,cloudclinic.me,,,,no_email,https://cloudclinic.me,medspa,"semaglutide, tirzepatide, nad+",5
The Club St. Louis,clubsaunas.com,,,,unreachable,,,,
Cambridge Medical Aesthetics,cma.glossgenius.com,,,,no_email,https://cma.glossgenius.com,medspa,GLP-1 weight loss peptides,2
Rejuvaderm MediSpa,coastaldermmedispa.com,,,,unreachable,,,,
Biosymmetry Wilmington-Leland,coastlinewellnessnc.com,,,yes,no_email,https://coastlinewellnessnc.com,vendor,GLP-1 weight loss peptides,6
Veda Salon & Spa,coloradoveda.com,,,yes,no_email,https://coloradoveda.com,medspa,,0
Columbine Massage Therapy & Day Spa,columbinedayspa.com,,,yes,no_email,https://columbinedayspa.com,vendor,,0
Contour 406,contour406.com,seant@contour406.com,seant@contour406.com,yes,no_peptides,https://contour406.com,vendor,,0
Peak Health Institute,conventionswellness.com,,,yes,no_email,https://conventionswellness.com,medspa,,1
Coolbodispa,coolbodispa.com,,,yes,no_email,https://coolbodispa.com,medspa,,0
CoolLuxe by Marshall,coolsculptingbymarshall.com,,,,unreachable,,,,
Enhanced Wellness Living,corewellnessandrecovery.com,,,yes,no_email,https://corewellnessandrecovery.com,medspa,"nad+, glutathione",4
Cosmetic Laser Therapy,cosmeticlasertherapy.com,vermontlaser@yahoo.com,vermontlaser@yahoo.com,yes,no_peptides,https://cosmeticlasertherapy.com,medspa,,0
Cosmetic Wellness Center,cosmeticwellnesscenter.com,cosmeticwellness@live.com,cosmeticwellness@live.com,yes,no_peptides,https://cosmeticwellnesscenter.com,medspa,,0
Couture Health Spokane,couturebodyandaesthetics.square.site,,,,no_email,https://couturebodyandaesthetics.square.site,medspa,,0
Crafted Aesthetics,craftedaestheticsmt.com,craftedacademy@gmail.com,craftedacademy@gmail.com,yes,already known,https://craftedaestheticsmt.com,medspa,semaglutide,4
Cratos Health Calculated,cratoshealth.com,,,yes,no_email,https://cratoshealth.com,medspa,"semaglutide, tirzepatide",11
"Lips & Lashes by Crazy Aimee, LLC",crazyaimeedesigns.com,crazyaimee73@gmail.com,crazyaimee73@gmail.com,yes,no_peptides,https://crazyaimeedesigns.com,medspa,,0
Create Medical Aesthetics,createmedspa.com,,,yes,no_email,https://createmedspa.com,medspa,,0
Create You,createyou.biz,createyoubiz@aol.com,createyoubiz@aol.com,yes,no_peptides,https://createyou.biz,medspa,,0
Creative Touch Day Spa & Salon,creativetouchtupelo.com,creativetouchtupelo@gmail.com,creativetouchtupelo@gmail.com,yes,no_peptides,https://creativetouchtupelo.com,vendor,,0
The Science of Beauty,creggeresthetics.glossgenius.com,dalton@creggeresthetics.com,creggeresthetics@gmail.com; dalton@creggeresthetics.com,yes,no_peptides,https://creggeresthetics.glossgenius.com,medspa,,0
Evolve Wellness and Health,crhormonehealth.com,,,yes,no_email,https://crhormonehealth.com,medspa,,4
Skin Wellness by Tina,cristinacreanga.glossgenius.com,skinwellnessbytina@gmail.com,skinwellnessbytina@gmail.com,yes,no_peptides,https://cristinacreanga.glossgenius.com,vendor,,0
Cyro by Sisters,cryobysisters.com,,,,unreachable,,,,
"IV Nutrition Liberty, MO",cryotherapyliberty.com,,,yes,no_email,https://cryotherapyliberty.com,vendor,,0
Pretty with Poulos,cryotherapynorthboro.com,info@cryotherapynorthboro.com,info@cryotherapynorthboro.com,yes,no_peptides,https://cryotherapynorthboro.com,vendor,,0
Crystal Day Spa,crystaldayspabrattleboro.com,,,,unreachable,,,,
CoolSculpting & CoolTone Center CT,ctskindoc.com,info@ctskindoc.com,info@ctskindoc.com; --info@ctskindoc.com,yes,no_peptides,https://ctskindoc.com,medspa,,0
Cultivating Aesthetics,cultivatingaesthetics.com,cultivatingaestheticsmed@gmail.com,cultivatingaestheticsmed@gmail.com,yes,no_peptides,https://cultivatingaesthetics.com,medspa,,0
Curated Aesthetics,curatedaestheticswi.com,craftedaestheticswi@gmail.com,craftedaestheticswi@gmail.com; curatedtedaestheticswi@gmail.com; curatedaestheticswi@gmail.com,yes,no_peptides,https://curatedaestheticswi.com,medspa,,0
Curated Medical,curatedmed.com,info@curatedmed.com,info@curatedmed.com; hello@curatedmed.com,yes,no_peptides,https://curatedmed.com,medspa,,0
Curate MedAesthetics,curatemedspa.com,,,yes,no_email,https://curatemedspa.com,medspa,,0
CURV Recovery & Wellness Spa,curvrecovery.glossgenius.com,,,yes,no_email,https://curvrecovery.glossgenius.com,medspa,,0
CustomSkin Spas,customskinmedspa.com,,,,unreachable,,,,
"The Center of Well-Being Massage, Facials and Wellness",cwb.massagetherapy.com,,,yes,no_email,https://cwb.massagetherapy.com,vendor,,0
Daje Wellness and Spa,dajewellnessandspa.com,,,,unreachable,,,,
Dermatology Associates & Surgical Center,dascwv.com,,,,unreachable,,,,
Davenport Spa,davenporthotelcollection.com,,,yes,no_email,https://davenporthotelcollection.com,vendor,,0
Day Glow Skin & Body Care,dayglowvt.com,dayglowvt@gmail.com,dayglowvt@gmail.com,yes,no_peptides,https://dayglowvt.com,medspa,,0
DCOMPRESS DOWNTOWN,dcompressdowntown.com,d@dcompressdowntown.com,d@dcompressdowntown.com,yes,no_peptides,https://dcompressdowntown.com,vendor,,0
Dea Aesthetics Philadelphia,dea-aesthetics.com,,,,unreachable,,,,
Definition Salon and Spa,definitionspasalon.com,info@definitionspasalon.com,info@definitionspasalon.com,yes,no_peptides,https://definitionspasalon.com,vendor,,0
Defyne Med Spa & Weight Loss,defynemedspa.com,defynemedspa@gmail.com,defynemedspa@gmail.com,yes,no_peptides,https://defynemedspa.com/about,medspa,,0
Delamar Greenwich Harbor Spa,delamar.com,,,,no_email,https://delamar.com,vendor,,0
Hydration Room,depkewellness.com,glen@depkewellness.com,glen@depkewellness.com,yes,no_peptides,https://depkewellness.com,vendor,,0
Derma Advanced,derma-advanced.com,skin@derma-advanced.com,skin@derma-advanced.com,yes,no_peptides,https://derma-advanced.com,medspa,,0
Dermacare of Hampton Roads,dermacarehr.com,,,yes,no_email,https://dermacarehr.com,medspa,,0
DermaCosmedica: Dr. Joseph Guarino,dermacosmedica.com,,,yes,no_email,https://dermacosmedica.com,medspa,,0
Dermaesthetics,dermaestheticslascruces.com,dermaestheticslc@gmail.com,dermaestheticslc@gmail.com,yes,no_peptides,https://dermaestheticslascruces.com,medspa,,0
Dermamode Spa Cincinnati,dermamodespacin.com,support@dermamodespacin.com,support@dermamodespacin.com,yes,no_peptides,https://dermamodespacin.com,medspa,,0
dermani MEDSPA® Granger,dermanimedspa.com,,,,no_email,https://dermanimedspa.com,medspa,,0
Derma Renew Spa,dermarenewspa.com,,,yes,no_email,https://dermarenewspa.com,medspa,,0
Dermillume MD,dermillumemd.com,info@dermillumemd.com,info@dermillumemd.com,yes,no_peptides,https://dermillumemd.com,medspa,,0
DermaSpa,dermrochester.com,,,yes,no_email,https://dermrochester.com,medspa,,0
Destino Bella,destinobella.com,,,,unreachable,,,,
Derma Health Skin & Laser,dhiskin.com,,,,unreachable,,,,
Diamond Nails & Spa,diamondnailsjfk.com,,,,no_email,https://diamondnailsjfk.com,vendor,,0
Dig Deep Massage Co,digdeep574.com,digdeep574@gmail.com,digdeep574@gmail.com,yes,no_peptides,https://digdeep574.com,vendor,,0
Dolce Medical Spa,dolcemedicalspas.com,,,,no_email,https://dolcemedicalspas.com/contact-us,medspa,,0
Dolce Vita Wellness Spa,dolcevitawellnessspa.com,info@dolcevitawellnessspa.com,info@dolcevitawellnessspa.com,,no_us_signal,https://dolcevitawellnessspa.com,medspa,"semaglutide, glutathione",3
Dolle Aesthetics,dolleaesthetics.com,,,,unreachable,,,,
KAI Med Spa,dottierx.com,,,yes,no_email,https://dottierx.com,medspa,,0
Douglas Med Spa,douglasmedspa.com,,,,no_email,https://douglasmedspa.com,vendor,,0
Downtown Medicine and Spa,downtownmedicineandspa.com,downtownmedicine@gmail.com,downtownmedicine@gmail.com,yes,already known,https://downtownmedicineandspa.com,medspa,glutathione,4
Downtown Smooth Spa,downtownsmooth.com,downtownsmoothspa@gmail.com,downtownsmoothspa@gmail.com,yes,no_peptides,https://downtownsmooth.com,vendor,,0
dragonfly spa,dragonflymassageandesthetics.com,dragonflymassageandesthetics@gmail.com,dragonflymassageandesthetics@gmail.com,yes,no_peptides,https://dragonflymassageandesthetics.com,vendor,,0
Dragonfly Skin and Wellness,dragonflyskinandwellness.com,,,,no_email,,vendor,,0
Precision Aesthetics,drcaesthetics.com,,,yes,no_email,https://drcaesthetics.com,medspa,,1
Integrative Hormone Center for Men,drcova.com,,,,no_email,,vendor,,0
