vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
The Healthy Place Holistic Clinic,thehealthyplaceclinic.com,hello@thehealthyplaceclinic.com,hello@thehealthyplaceclinic.com,yes,ok,https://thehealthyplaceclinic.com,medspa,,1
the L.A.B. med spa,thelabmedspa.com,info@thelabmedspa.com,info@thelabmedspa.com,yes,ok,https://thelabmedspa.com,medspa,,2
Proactive Longevity,theproactivelongevity.com,info@theproactivelongevity.com,info@theproactivelongevity.com,yes,ok,https://theproactivelongevity.com,medspa,"nad+, glutathione, follistatin, oxytocin",5
The Rae Clinic,theraeclinic.com,theraeclinic@gmail.com,theraeclinic@gmail.com,yes,ok,https://theraeclinic.com,medspa,"semaglutide, sermorelin, tesamorelin, glutathione",9
Transcend Beauty and Wellness,transcendbeautyandwellness.com,info@transcendbeautyandwellness.com,info@transcendbeautyandwellness.com,yes,ok,https://transcendbeautyandwellness.com,medspa,"nad+, glutathione",3
Tru Life Medspa & Wellness,trulifeaustin.com,info@trulifeaustin.com,info@trulifeaustin.com; trulifeaustin@gmail.com,yes,ok,https://trulifeaustin.com,medspa,"semaglutide, nad+, glutathione",8
Medical Aesthetics,tulipmd.com,medspa@tulipmd.com,medspa@tulipmd.com,yes,ok,https://tulipmd.com,medspa,semaglutide,2
Unfiltered Med Spa,unfilteredmedspa-rallymeiv.com,rallymeiv.unfiltered@gmail.com,rallymeiv.unfiltered@gmail.com,yes,ok,https://unfilteredmedspa-rallymeiv.com,medspa,"semaglutide, glutathione",5
Unique Spa House,uniquespahouse.com,ushouse2022@gmail.com,ushouse2022@gmail.com,yes,ok,https://uniquespahouse.com,medspa,glutathione,2
UpStream Root Cause Medicine,upstream.care,info@upstream.care,info@upstream.care,yes,ok,https://upstream.care,medspa,,4
Professional IV Hydration Services in Coral Gables FL,vidaline.co,vidalinellc@gmail.com,vidalinellc@gmail.com,yes,ok,https://vidaline.co,medspa,,1
IV Infusion Therapy,vitallivingnh.com,info@vitallivingnh.com,info@vitallivingnh.com,yes,ok,https://vitallivingnh.com,medspa,semaglutide,4
Vitalounge Doctor Phillips-Orlando,vitalounge.com,appointments@vitalounge.com,appointments@vitalounge.com,yes,ok,https://vitalounge.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin alpha-1, nad+",31
Vivo Infusion Therapy,vivoinfusion.com,info@vivoinfusion.com,info@vivoinfusion.com,yes,ok,https://vivoinfusion.com,medspa,,1
Weight No More,weightnomore.com,office@weightnomore.com,office@weightnomore.com,yes,ok,https://weightnomore.com,medspa,liraglutide,3
Well Infused,wellinfused.com,connect@wellinfused.com,connect@wellinfused.com; naples@wellinfused.com; noblesville@wellinfused.com,yes,ok,https://wellinfused.com,medspa,nad+,4
WellnessMD & Weight Loss Center,wellnessmdal.com,admin@wellnessmdal.com,admin@wellnessmdal.com,yes,ok,https://wellnessmdal.com,medspa,glutathione,5
NAD+ IV Therapy Falcon Colorado,wellnesstapiv.com,info@wellnesstapiv.com,info@wellnesstapiv.com,yes,ok,https://wellnesstapiv.com,medspa,"nad+, glutathione",3
West Side Wellness,westsidewelltennessee.com,devan@westsidewelltennessee.com,devan@westsidewelltennessee.com,yes,ok,https://westsidewelltennessee.com,medspa,"semaglutide, tirzepatide",3
Wholesome Health Integrative Medicine and Aesthetics,wholesomehealthclinic.com,admin@wholesomehealthclinic.com,admin@wholesomehealthclinic.com,yes,ok,https://wholesomehealthclinic.com,medspa,glutathione,3
Wild Birch Aesthetics Eagle River,wildbirchaestheticsak.com,hello@wildbirchaestheticsak.com,hello@wildbirchaestheticsak.com,yes,ok,https://wildbirchaestheticsak.com,medspa,nad+,5
Wildfire Weight Loss,wildfireweightloss.com,auteum@wildfireweightloss.com,auteum@wildfireweightloss.com,yes,ok,https://wildfireweightloss.com,medspa,GLP-1 weight loss peptides,2
Wonder Medical Spa,wondermedicalspa.com,info@wondermedicalspa.com,contact@wondermedicalspa.com; info@wondermedicalspa.com,yes,ok,https://wondermedicalspa.com,medspa,"semaglutide, tirzepatide, nad+",7
Your Wellness Path,yourwellnesspath.life,info@yourwellnesspath.life,info@yourwellnesspath.life,yes,ok,https://yourwellnesspath.life,medspa,"nad+, glutathione",6
YouthFill MD Med Spa,youthfillmd.com,info@youthfillmd.com,info@youthfillmd.com,yes,ok,https://youthfillmd.com,medspa,GLP-1 weight loss peptides,3
1Stop Clinic,1stopclinic.com,,,yes,no_email,https://1stopclinic.com,medspa,semaglutide,7
247 Med Spa,247medspa.com,info@247medspa.com,info@247medspa.com; 247medspa@gmail.com,yes,no_peptides,https://247medspa.com/contact,medspa,,0
360 Beauty Spa,360beautyspa.com,,,yes,no_email,https://360beautyspa.com,medspa,,0
Integrated Health,360urgentcareclinic.com,,,,no_email,,vendor,,0
406 Hydrate,406hydrate.com,406hydrate@gmail.com,406hydrate@gmail.com,,no_peptides,https://406hydrate.com,vendor,,0
Renew at Seventh,418b26d330c7c44458be-f20c319598ca21f7a627b6ec06a65913.ssl.cf2.rackcdn.com,,,,unreachable,,,,
4Ever Young Med Spa & Wellness Center,4everyoungantiaging.com,,,yes,no_email,https://4everyoungantiaging.com,medspa,"semaglutide, tirzepatide",7
"Blu Innovation, PLLC",51aeaad95e7952379253-e02fea1b98562a68d9763fc6c3b99fce.ssl.cf2.rackcdn.com,,,,unreachable,,,,
5 Star Medical Spa,5starmedicalinc.com,,,,no_email,,vendor,,0
"Integrative Wellness & Research Center, Inc",a.mktgcdn.com,,,,unreachable,,,,
Anti-Aging Centers of Connecticut,aacofct.com,,,,no_email,https://aacofct.com,medspa,,0
Anchorage's Affordable Massage,aaffordablemassage.amtamembers.com,,,,unreachable,,,,
All About You Women's Healthcare Center,aaywomenshealth.com,,,yes,no_email,https://aaywomenshealth.com,vendor,,0
VIP NAILS & SPA,abcapp.us,,,,no_email,https://abcapp.us,vendor,,0
A Beautiful You Bodywrap Spa,abeautifulyou901.com,,,yes,no_email,https://abeautifulyou901.com,vendor,,0
Diore' Medical Aesthetics & Spa,about.me,,,yes,no_email,https://about.me,vendor,"tb-500, ipamorelin, sermorelin, cjc-1295, hexarelin, ghrp-2",10
About Face,aboutface-sd.com,,,,no_email,https://aboutface-sd.com,vendor,,0
Abuwen Infusion and Healthcare Services LLC,abuwenhealthcare.com,,,,no_email,https://abuwenhealthcare.com,vendor,,0
Access Medical Weight Management,accessmedicalweightloss.com,accessmedical1@hotmail.com,accessmedical1@hotmail.com,yes,already known,https://accessmedicalweightloss.com,medspa,GLP-1 weight loss peptides,2
TMC Infusion Center,accountf2197fd5.blob.core.windows.net,,,,unreachable,,,,
Activate Wellness Infusions,activatewellnessco.com,hello@activatewellnessco.com,hello@activatewellnessco.com,,no_us_signal,https://activatewellnessco.com,medspa,"semaglutide, nad+, glutathione, tirzepatide",11
Activ8 Health,actriv.com,,,yes,no_email,https://actriv.com,medspa,,0
Adagio Day Spa,adagio-spa.com,,,,no_email,,vendor,,0
"Advanced Aesthetics: Kevin Johnson, MD, FACS",advancedaestheticsmd.com,,,yes,no_email,https://advancedaestheticsmd.com,medspa,,0
"Advanced Body Solutions, Inc.",advancedbodysolutionsak.com,info@advancedbodysolutionsak.com,info@advancedbodysolutionsak.com,yes,no_peptides,https://advancedbodysolutionsak.com,medspa,,0
Cara Mia Medical Day Spa & Dermatology Associates of Colorado,advancedderm.com,,,yes,no_email,https://advancedderm.com,medspa,,0
Advanced Functional Medicine of Austin,advancedfunctionalmedicineaustin.com,,,,no_email,,vendor,,0
The Advanced Health and Vitality Center,advancedhealthandvitality.com,,,yes,no_email,https://advancedhealthandvitality.com,medspa,,3
"Health & Healing Together • Advanced Med Spa • West Fargo, ND",advancedmedfargo.com,,,,no_email,,vendor,,0
Advanced Skin & Weight Loss,advancedskinandweightloss.com,,,yes,no_email,https://advancedskinandweightloss.com,medspa,"semaglutide, tirzepatide",5
"Revive Medical Spa, LLC Rogers",advancedskinmd.com,,,yes,no_email,https://advancedskinmd.com,medspa,,0
Advanced Integrative Wellness,advwellness.org,,,,no_email,,vendor,,0
Aesthé by MD,aesthect.com,,,,unreachable,,,,
Aesthetic Rehab,aesthetic-rehab.square.site,,,,no_email,https://aesthetic-rehab.square.site,medspa,,0
Aesthetica Med Spa of San Diego,aestheticamedspasd.com,aestheticamedspasd@gmail.com,aestheticamedspasd@gmail.com,yes,already known,https://aestheticamedspasd.com,medspa,"bpc-157, sermorelin, epithalon, pt-141, ghk-cu, glutathione",9
Affinity Wellness 4 Life,affinitywellness4life.com,,,yes,no_email,https://affinitywellness4life.com,medspa,"semaglutide, tirzepatide, kisspeptin",15
Afzal Clinics,afzalclinics.com,hello@afzalclinics.com,hello@afzalclinics.com,,no_peptides,https://afzalclinics.com,medspa,,0
Age Better Miami (serves Miami Gardens),agebettermiami.com,,,,no_email,,vendor,,0
Ageless Aesthetics,agelessaestheticstn.com,agelessnp12@gmail.com,agelessnp12@gmail.com,yes,no_peptides,https://agelessaestheticstn.com,medspa,,0
Ageless & Beautiful Medical Spa,agelessandbeautiful.com,,,yes,no_email,https://agelessandbeautiful.com,medspa,"semaglutide, tirzepatide",6
"Dr. Margaret H. Taylor, MD",agelessarkansas.com,,,yes,no_email,https://agelessarkansas.com,medspa,"tirzepatide, bpc-157, ipamorelin, semaglutide",11
Ageless Men's Health,agelessmenshealth.com,,,,unreachable,,,,
Dallas Regenerative & Anti-Aging,agewelldallas.com,,,yes,no_email,https://agewelldallas.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, sermorelin",28
Accelerate Health Clinics,ah-clinics.com,,,yes,no_email,https://ah-clinics.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, nad+, ipamorelin",26
Aisthetikos MedSpa,aisthetikosbykjn.com,aisthetikos28@gmail.com,aisthetikos28@gmail.com,yes,no_peptides,https://aisthetikosbykjn.com,medspa,,0
AK Beautiful You Medical Spa,akbeautifulyou.com,julie@akbeautifulyou.com,julie@akbeautifulyou.com,yes,no_peptides,https://akbeautifulyou.com,medspa,,0
"Alaska Body Aesthetics, LLC",akbody.com,,,,no_email,,vendor,,0
Alaska Women's Advanced Medical Aesthetics,akwama.com,awam.aesthetics@gmail.com,awam.aesthetics@gmail.com,yes,no_peptides,https://akwama.com,medspa,,0
Infusion Services Center,alabamamedicalgroup.com,,,yes,no_email,https://alabamamedicalgroup.com,medspa,,0
AK Beauty Loft,alaskabeautyloft.com,,,yes,no_email,https://alaskabeautyloft.com,medspa,"nad+, glutathione",5
Alaska Massage Clinic,alaskamassageclinic.com,,,yes,no_email,https://alaskamassageclinic.com,medspa,,0
The Waterworks,alaskaspa.com,,,yes,no_email,https://alaskaspa.com,vendor,,0
AleraCare Infusion Center,aleracare.com,,,,no_email,https://aleracare.com,medspa,kpv,2
Abundant Life Healthcare,alhobgyn.com,,,yes,no_email,https://alhobgyn.com,medspa,semaglutide,6
Alliance IV Therapy MD Functional Medicine,allianceivtherapymd.com,,,,no_email,,vendor,,0
Vida Aesthetics and Wellness,allmyvida.com,info@allmyvida.com,info@allmyvida.com,,no_peptides,https://allmyvida.com,medspa,,0
All Natural Aesthetics,allnaturalaesthetics.glossgenius.com,,,yes,no_email,https://allnaturalaesthetics.glossgenius.com,medspa,tirzepatide,1
All Natural Day Spa,allnaturaldayspa.net,allnaturaldayspa26@gmail.com,allnaturaldayspa26@gmail.com,yes,no_peptides,https://allnaturaldayspa.net/contact,medspa,,0
Allurant Medical Spa,allurantmedical.com,,,,no_email,,vendor,,0
ALOderma Med Spa,alodermaspa.com,info@alodermaspa.com,info@alodermaspa.com,yes,no_peptides,https://alodermaspa.com,medspa,,0
IV Therapy,aloraspa.com,,,yes,no_email,https://aloraspa.com,medspa,glutathione,2
Alpha IV Therapy,alphaivtherapy.com,,,,no_email,https://alphaivtherapy.com,medspa,,2
Alquimia Med Spa,alquimiamedspa.com,info@alquimiamedspa.com,info@alquimiamedspa.com,yes,no_peptides,https://alquimiamedspa.com,medspa,,0
ALTA Medispa,altamedispa.com,,,,no_email,,vendor,,0
Alturas Medical Weight Loss,alturasmedicalweightloss.com,,,yes,no_email,https://alturasmedicalweightloss.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, thymosin beta-4, ipamorelin",14
"Nicole Chase, PA",alumamedicalaesthetics.com,,,yes,no_email,https://alumamedicalaesthetics.com,medspa,,0
Amara Rejuve Medical Spa And Laser,amararejuve.com,amararejuve@gmail.com,amararejuve@gmail.com,,no_us_signal,https://amararejuve.com,medspa,GLP-1 weight loss peptides,2
Amethyst Wellness,amethystwellness.com,,,yes,no_email,https://amethystwellness.com,medspa,"semaglutide, bpc-157, sermorelin, pt-141, glutathione",13
Advanced Medical Therapeutics,amtcare.com,,,yes,no_email,https://amtcare.com,medspa,glutathione,6
Anchorage Skin Care,anchorageskincare.com,ancskincare@gmail.com,ancskincare@gmail.com,yes,no_peptides,https://anchorageskincare.com,medspa,,0
AnchorBeauty,anchorbeauty.com,anchorbeautyak@gmail.com,anchorbeautyak@gmail.com,,no_peptides,https://anchorbeauty.com,vendor,,0
Anchored in Relaxation,anchored-in-relaxation.square.site,,,,no_email,,vendor,,0
Anderson Longevity Clinic,andersonlongevityclinic.com,,,,no_email,https://andersonlongevityclinic.com,medspa,sermorelin,3
A New Shade of Beauty,anewshadeofbeauty.com,,,,no_email,,vendor,,0
A New Image Integrative Health,ani-health.com,,,yes,no_email,https://ani-health.com,vendor,,0
Forever Young skin care Anchorage Alaska,antiagingreversal.com,,,,unreachable,,,,
Clarus Health: Ketamine and NAD clinic,api.leadconnectorhq.com,,,,no_email,,vendor,,0
Apple Valley Family Medicine,applevalleyfamilymed.com,,,yes,no_email,https://applevalleyfamilymed.com,medspa,,0
Aptiva Health & Wellness,aptivahealth.com,info@aptivahealth.com,info@aptivahealth.com,yes,no_peptides,https://aptivahealth.com,medspa,,0
Aqua Medical Spa,aquamedicalspa.com,,,yes,no_email,https://aquamedicalspa.com,medspa,,1
Aqua Vitae,aquavitality.com,,,yes,no_email,https://aquavitality.com,medspa,"semaglutide, nad+, sermorelin, aod-9604, tirzepatide",17
Arctic Star SPA & Massage,arcticstarspamassage.com,,,,no_email,https://arcticstarspamassage.com,vendor,kpv,1
Arkansas Laser and Skin Care,arkansaslaserandskincare.com,info@arkansaslaserandskincare.com,info@arkansaslaserandskincare.com,yes,no_peptides,https://arkansaslaserandskincare.com,medspa,,0
Dianne Injects,armedia.s3-us-west-2.amazonaws.com,,,,unreachable,,,,
Artistry Medspa,artistrymedspa.myaestheticrecord.com,,,,no_email,https://artistrymedspa.myaestheticrecord.com,medspa,,0
Testosterone Replacement Therapy: Dr. Christopher Asandra,asandramd.com,,,yes,no_email,https://asandramd.com,medspa,sermorelin,9
"IV Therapy in Frankfort, IL",assets.agelessritualsmedspa.com,,,,unreachable,,,,
Bare Medispa,assets.cdn.filesafe.space,,,,unreachable,,,,
LIVE Hydration Spa Mesa,assets.locations.livehydrationspa.com,,,,unreachable,,,,
Elysian Medspa & Rejuvenation Center,assets.zyrosite.com,,,,unreachable,,,,
Atlantic Aesthetics Maine,atlanticaestheticsmaine.com,,,,no_email,,vendor,,0
Atossa Medical Spa,atossamedspa.com,atossamedspa@gmail.com,atossamedspa@gmail.com,yes,no_peptides,https://atossamedspa.com,medspa,,0
Aura Aesthetics Studio,auraaesthetics.net,,,yes,no_email,https://auraaesthetics.net,medspa,glutathione,1
Aura & Sol Aesthetics,auraandsolak.com,,,yes,no_email,https://auraandsolak.com,medspa,,0
AURA SPA,auraspagroup.com,auraspagroup@gmail.com,auraspagroup@gmail.com,yes,no_peptides,https://auraspagroup.com,vendor,,0
Auri Aesthetics,auriaesthetics.com,,,,no_email,https://auriaesthetics.com,medspa,"semaglutide, nad+",8
Aurora Medical Spa,auroramedicalspa.com,,,,no_email,https://auroramedicalspa.com,medspa,,0
Premier Health and Wellness,austinhormonedoctor.com,,,,unreachable,,,,
Austin Wellness Solutions,austinwellnesssolutions.org,austinwellnesssolutions@gmail.com,austinwellnesssolutions@gmail.com,yes,already known,https://austinwellnesssolutions.org,medspa,"semaglutide, tirzepatide",10
Avalon Laser,avalon-laser.com,,,,unreachable,,,,
Avante Medical Center,avantemedicalcenter.com,,,yes,no_email,https://avantemedicalcenter.com,medspa,,0
Avera Comprehensive Weight Management,avera.org,,,,unreachable,,,,
AZIV Infusion Therapy Center,azivinfusion.com,info@azivinfusion.com,info@azivinfusion.com,yes,no_peptides,https://azivinfusion.com,medspa,,0
Hansen Health Solutions,b3758641.smushcdn.com,,,,unreachable,,,,
Hangover Houston,b929705.smushcdn.com,,,,unreachable,,,,
IV Therapy in Decatur,balancedbodiesdecatur.com,,,yes,no_email,https://balancedbodiesdecatur.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",22
Bamboo Healthcare Spa Inc,bambu-magic-spa.square.site,,,,no_email,,vendor,,0
Banner Home Infusion,bannerhealth.com,,,yes,no_email,https://bannerhealth.com,medspa,,0
Baton Rouge Weight Control Clinic,batonrougeweightcontrol.com,brweightcontrol@yahoo.com,brweightcontrol@yahoo.com,yes,no_peptides,https://batonrougeweightcontrol.com,medspa,,0
Lafayette's Leading Mobile IV Therapy: Professional Wellness Treatment,bayouhub.com,,,,no_email,https://bayouhub.com,vendor,,0
Body Balance Wellness Studio,bbwellnessstudio.com,office@bbwellnessstudio.com,office@bbwellnessstudio.com,yes,no_peptides,https://bbwellnessstudio.com,medspa,,0
Beautiful Minds Medical Aesthetics,beautifulmindsmedaesthetics.com,,,,no_email,https://beautifulmindsmedaesthetics.com,medspa,,0
VIBEology Medspa,beautifulvibemedspa.com,,,yes,no_email,https://beautifulvibemedspa.com,medspa,GLP-1 weight loss peptides,5
Beauty & Body Medlounge,beautyandbodylounge.com,,,,no_email,,vendor,,0
Beauty Bar & Med Spa Clermont,beautybarmedspafl.com,jonpinhorn.typedesign@gmail.com,jonpinhorn.typedesign@gmail.com,yes,already known,https://beautybarmedspafl.com,medspa,GLP-1 weight loss peptides,4
BeautyDot,beautydotspa.com,,,,no_email,,vendor,,0
Beauty Lab & Laser,beautylabnd.com,callie@beautylabnd.com,callie@beautylabnd.com,yes,no_peptides,https://beautylabnd.com,medspa,,0
Beauty Lounge Medical Spa Hillcrest,beautyloungesanmarcos.com,,,yes,no_email,https://beautyloungesanmarcos.com,medspa,"semaglutide, tirzepatide",14
The Beauty Room Hair Salon & Spa,beautyroom.net,thebeautyroomalaskashop@gmail.com,thebeautyroomalaskashop@gmail.com; thebeautyroomalaska@gmail.com,yes,no_peptides,https://beautyroom.net,medspa,,0
Balanced Hormone & Weight Loss Telehealth,bebalancedcenters.com,,,,no_email,,vendor,,0
Be Beautiful Aesthetics,bebeautifulalaska.com,,,,unreachable,,,,
Believe Image,believeimage.com,,,,no_email,https://believeimage.com,vendor,,0
BeLite Medical Center,belite.com,,,,no_email,,vendor,,0
Bella Vita Med Spa,bellavitawellnessinc.com,,,,no_email,https://bellavitawellnessinc.com,medspa,,0
"Belle Sante Cosmetic Day Spa & Wellness, LLC",bellesantespa.com,bellesante.customerservice@gmail.com,bellesante.customerservice@gmail.com,yes,no_peptides,https://bellesantespa.com,medspa,,0
Bello Midlevel Primary Care & Wellness Center,bellomidlevelinc.com,,,,no_email,,vendor,,0
Bellus Medical Aesthetics and Wellness,bellusmedicalnd.com,,,,no_email,https://bellusmedicalnd.com,medspa,GLP-1 weight loss peptides,4
Bene Esse’ Wellness Center,beneessewellness.com,,,yes,no_email,https://beneessewellness.com,medspa,,0
Benessere On The Hill,benessereonthehill.com,,,yes,no_email,https://benessereonthehill.com,medspa,glutathione,1
"Positive Change Weight Loss, PLLC",bepositivechange.com,,,,unreachable,,,,
Bermuzki Spa,bermuzkispa.com,,,,unreachable,,,,
Bespoke Health,bespokehealthhtx.com,,,,unreachable,,,,
"LIQUIVIDA IV Therapy in Columbia, MD",bethechangewellnesscenter.com,,,yes,no_email,https://bethechangewellnesscenter.com/contact,medspa,,1
"Better Beauty and Wellness, LLC",betterbeautyandwellness.com,betterbeautyandwellnessllc@gmail.com,betterbeautyandwellnessllc@gmail.com,yes,already known,https://betterbeautyandwellness.com,medspa,"semaglutide, tirzepatide",5
Beyond Healthy MD,beyondhealthymd.com,info@beyondhealthymd.com,info@beyondhealthymd.com,yes,no_peptides,https://beyondhealthymd.com,medspa,,0
BeyondSkin MedSpa,beyondskinmedspa.com,info@beyondskinmedspa.com,info@beyondskinmedspa.com,yes,no_peptides,https://beyondskinmedspa.com,medspa,,0
Beyond The Spa is #1 Specialized in HIFU-Ultherapy Trail: $499,beyondthespausa.com,care@beyondthespausa.com,care@beyondthespausa.com,,no_peptides,https://beyondthespausa.com,medspa,,0
Bijin • blending wellness with aesthetics,bijindelaware.com,info@bijindelaware.com,info@bijindelaware.com,yes,no_peptides,https://bijindelaware.com,medspa,,0
Evergreen Esthetics,bio.site,,,,no_email,https://bio.site,medspa,,0
Biohackr Health,biohackr.health,,,yes,no_email,https://biohackr.health,medspa,"semaglutide, nad+, sermorelin, glutathione",17
BioPerformance PLLC,bioperformanceaz.com,,,yes,no_email,https://bioperformanceaz.com,medspa,,2
Biote Provider,biote.com,,,yes,no_email,,vendor,,0
BIOTE Provider (Ewa Beach),bioteproviderewabeach.com,,,,unreachable,,,,
Beautified iv Med Spa Your fountain of Youth,bivmedspa.com,,,,no_email,https://bivmedspa.com,medspa,,0
Black Hills Medical Spa,blackhillsplasticsurgery.com,,,yes,no_email,https://blackhillsplasticsurgery.com,medspa,,0
Blissfusion l San Francisco Bay Area,blissfusionsf.as.me,,,,no_email,https://blissfusionsf.as.me,vendor,,0
Bliss Medical Spa,blissmedicalspaokc.com,,,yes,no_email,https://blissmedicalspaokc.com,medspa,,1
Bliss Point Medical Spa,blisspointmedspa.com,blisspointmedspa@gmail.com,blisspointmedspa@gmail.com,yes,no_peptides,https://blisspointmedspa.com,medspa,,0
Bloom Spa Clinic,bloomspaclinic.com,,,,unreachable,,,,
Big Sky IV Care opens Helena office,bloximages.chicago2.vip.townnews.com,,,,unreachable,,,,
Blu Cocoon MedSpa,blucocoonmedspa.com,,,yes,no_email,https://blucocoonmedspa.com,medspa,"nad+, glutathione",6
Blue Mussel Aesthetics,bluemusselaesthetics.com,info@bluemusselaesthetics.com,info@bluemusselaesthetics.com,yes,no_peptides,https://bluemusselaesthetics.com,medspa,,0
Body Madix Massage Therapy LLC,bodymadix.com,,,,no_email,https://bodymadix.com,vendor,,0
Body Restore of Naples,bodyrestorenaples.com,,,,no_email,,vendor,,0
Body Sculpt LA,bodysculptla.com,,,yes,no_email,https://bodysculptla.com,medspa,,0
Restore Hyper Wellness,booking.restore.com,,,,no_email,https://booking.restore.com,vendor,,0
Boomtown Aesthetics,boomtownaesthetics.com,boomtownaesthetics@gmail.com,boomtownaesthetics@gmail.com,yes,no_peptides,https://boomtownaesthetics.com,medspa,,0
Borealis Medspa,borealismedspa.com,,,yes,no_email,https://borealismedspa.com,medspa,,0
Borealis Therapy Center,borealistherapy.com,,,yes,no_email,https://borealistherapy.com,medspa,,0
BHRT Delivered,brighamandwomens.org,,,yes,no_email,https://brighamandwomens.org,medspa,,0
Nectar IV Hydration & Wellness,brightervisionclients.com,,,,unreachable,,,,
"Britt Haus, PC",britthaus.com,info@britthaus.com,info@britthaus.com,yes,no_peptides,https://britthaus.com,medspa,,0
Monroe MedSpa,buffalo.monroemedspa.com,,,yes,no_email,https://buffalo.monroemedspa.com,medspa,semaglutide,4
American Infusion Center,c3-preview.prosites.com,,,,unreachable,,,,
CALIFORNIA CONTOUR CLINIC,californiacontourclinic.com,,,,no_email,https://californiacontourclinic.com,medspa,"semaglutide, tirzepatide, retatrutide, tesamorelin, kpv",10
California Medical Weight Loss,californiamedicalweightlossandspa.com,,,yes,no_email,https://californiamedicalweightlossandspa.com,medspa,GLP-1 weight loss peptides,3
Renew Medical IV Spa and Wellness,calystaproemr.com,,,,unreachable,,,,
Cambridge Biotherapies,cambridgebiotherapies.com,,,,no_email,,vendor,,0
Cape Integrative Health,capeintegrativehealth.com,,,yes,no_email,https://capeintegrativehealth.com,medspa,,1
The Luxe Lounge,carecredit.com,,,yes,no_email,https://carecredit.com,medspa,,0
Glow Medical Aesthetics,cdn-ileeack.nitrocdn.com,,,,no_email,https://cdn-ileeack.nitrocdn.com,vendor,,0
Center for Aesthetic Medicine,centerforaestheticmedicine.com,,,yes,no_email,https://centerforaestheticmedicine.com,medspa,,0
Charleston Infusion Center,charlestoninfusioncenters.as.me,,,,unreachable,,,,
Coastal Ketamine & Aesthetics,charlestonketamine.com,drdanripleymd@gmail.com,drdanripleymd@gmail.com; coastalketaminechs@gmail.com,yes,already known,https://charlestonketamine.com,medspa,glutathione,1
Charleston Ketamine Center,charlestonketaminecenter.com,info@charlestonketaminecenter.com,info@charlestonketaminecenter.com,yes,no_peptides,https://charlestonketaminecenter.com,medspa,,0
Charleston Medical Spa,charlestonmedicalspa.com,,,yes,no_email,https://charlestonmedicalspa.com,medspa,"nad+, glutathione",5
Center for Facial Rejuvenation,chattanoogaface.com,info@chattanoogaface.com,info@chattanoogaface.com,yes,no_peptides,https://chattanoogaface.com,medspa,,0
Caring Health Center And Medical Spa,chclas.com,frontdesk@chclas.com,backoffice@chclas.com; frontdesk@chclas.com; admin@chclas.com; drserru@chclas.com,yes,no_peptides,https://chclas.com,medspa,,0
Clarity Medical Spa,claritymedicalspa.com,,,yes,no_email,https://claritymedicalspa.com,medspa,glutathione,5
Cleopatra Medical Aesthetics,cleopatra-lasercenter.com,,,,no_email,,vendor,,0
Clinic for Healthy Aging,clinicforhealthyaging.com,,,yes,no_email,https://clinicforhealthyaging.com,medspa,,1
The Clock Tower Salon and Spa,clocktowersalon.com,info@clocktowersalon.com,info@clocktowersalon.com,yes,no_peptides,https://clocktowersalon.com,medspa,,0
Home,clockwisemd.com,,,yes,no_email,https://clockwisemd.com,medspa,,0
Cloud 9 Day Spa,cloud9dayspa.net,,,,no_email,https://cloud9dayspa.net/about,vendor,,0
Cloud County Med Spa,cloudcountyks.org,,,yes,no_email,https://cloudcountyks.org,vendor,,0
Coastal Bloom Med Spa,coastalbloommedspa.com,impallari@gmail.com,impallari@gmail.com; milenabbrandao@gmail.com,yes,already known,https://coastalbloommedspa.com,medspa,,1
Infusion Services,cochiseoncology.com,,,yes,no_email,https://cochiseoncology.com,medspa,,0
Coeur OBGYN,coeurobgyn.com,,,yes,no_email,https://coeurobgyn.com,medspa,,1
Dr. Jones DC,coloradomedicalsolutions.com,,,,no_email,,vendor,,0
Colorado UltraSlim,coloradoultraslim.com,,,,no_email,https://coloradoultraslim.com,vendor,,0
CommonSpirit Medical Group,commonspirit.org,mediainquiries@commonspirit.org,mediainquiries@commonspirit.org,yes,no_peptides,https://commonspirit.org,vendor,,0
Complete Wellness and Aesthetics,completewellnessandaesthetics.com,,,,unreachable,,,,
Complexions Rx,complexionsrx.com,,,yes,no_email,https://complexionsrx.com,medspa,nad+,2
IV Therapy,confidiahealthinstitute.com,,,yes,no_email,https://confidiahealthinstitute.com,medspa,,3
"Biofeedback, Ozone, IV & Vitamin Infusion Therapy, Direct Primary ...",content.app-sources.com,,,,unreachable,,,,
Cool Med Spa,coolmedspa.com,,,,no_email,,vendor,,0
Cool Springs MD Chattanooga,coolspringsmdchattanooga.com,,,,no_email,https://coolspringsmdchattanooga.com,vendor,,0
"Premium IV Hydration & Drip Services in Caldwell, Idaho",coremedidaho.com,,,yes,no_email,https://coremedidaho.com,medspa,"semaglutide, tirzepatide",9
Corrective Wellness,correctivewellness.com,,,yes,no_email,https://correctivewellness.com,medspa,,1
Athens IV Infusion Centers,cpsinfusion.com,,,yes,no_email,https://cpsinfusion.com,medspa,,1
