vendor,domain,email,all_emails,us_signal,status,evidence_url,audience,peptides,peptide_hits
Uplifted Medical Aesthetics,uplifted-aesthetics.com,info@uplifted-aesthetics.com,info@uplifted-aesthetics.com,yes,ok,https://uplifted-aesthetics.com,medspa,glutathione,3
Urban Radiance Medical Spa,urbanradiancemedspa.com,urbanradiancetn@gmail.com,urbanradiancetn@gmail.com,yes,ok,https://urbanradiancemedspa.com,medspa,"semaglutide, tirzepatide",4
Urban Unwind,urbanunwindspa.com,info@urbanunwindspa.com,info@urbanunwindspa.com,yes,ok,https://urbanunwindspa.com,medspa,,1
V Aesthetics,vaestheticsca.com,nicholina@vaestheticsca.com,vaestheticsca@gmail.com; nicholina@vaestheticsca.com,yes,ok,https://vaestheticsca.com,medspa,"bpc-157, tb-500, nad+, sermorelin, ghk-cu, glutathione",13
Valencia Voci Medical Aesthetics & Wellness,valenciavoci.com,info@valenciavoci.com,info@valenciavoci.com,yes,ok,https://valenciavoci.com,medspa,,1
Reclaim Hyperbarics & Wellness,vitalityweightlosscenter.com,monette@vitalityweightlosscenter.com,monette@vitalityweightlosscenter.com,yes,ok,https://vitalityweightlosscenter.com,medspa,GLP-1 weight loss peptides,4
Vitalive,vitalivehealthandwellness.com,info@vitalivehealthandwellness.com,info@vitalivehealthandwellness.com,yes,ok,https://vitalivehealthandwellness.com,medspa,semaglutide,4
ReignWater,viva-wcgrove.com,diva@viva-wcgrove.com,diva@viva-wcgrove.com,yes,ok,https://viva-wcgrove.com,medspa,"nad+, glutathione",7
How to Access Mobile IV Drip Long Island,vivawellnessdrip.com,info@vivawellnessdrip.com,info@vivawellnessdrip.com,yes,ok,https://vivawellnessdrip.com,medspa,"nad+, glutathione",3
Home,viveivdrip.com,viveivtherapyllc@gmail.com,viveivtherapyllc@gmail.com,yes,ok,https://viveivdrip.com,medspa,glutathione,2
Specialty Infusion Centers,vivoinfusion.com,info@vivoinfusion.com,info@vivoinfusion.com,yes,ok,https://vivoinfusion.com,medspa,,1
IV Therapy near Astoria at Vital Medical Care & Aesthetics,vmaesthetics.com,info@vmaesthetics.com,info@vmaesthetics.com,yes,ok,https://vmaesthetics.com,medspa,,2
Washington Anti Aging HGH clinic and doctors,washington.testosteroneclinicpro.com,info@testosteroneclinicpro.com,info@testosteroneclinicpro.com,yes,ok,https://washington.testosteroneclinicpro.com,vendor,,2
Tulsi Wellness Club,wearetulsi.com,info@wearetulsi.com,info@wearetulsi.com,yes,ok,https://wearetulsi.com,medspa,"semaglutide, tirzepatide, nad+, glutathione",10
Evolution Weight Loss Center & TRT,weightlosstrt.com,support@weightlosstrt.com,support@weightlosstrt.com,yes,ok,https://weightlosstrt.com/contact,medspa,,1
WellCentric Health Ketamine & Functional Medicine Clinic,wellcentrichealth.com,info@wellcentrichealth.com,info@wellcentrichealth.com,yes,ok,https://wellcentrichealth.com,medspa,semaglutide,3
Wellness Center for Healing Los Angeles,wellnesscenterforhealing.com,hello@wellnesscenterforhealing.com,hello@wellnesscenterforhealing.com; centerofwellness@outlook.com,yes,ok,https://wellnesscenterforhealing.com,medspa,glutathione,5
Mobile IV Therapy in Denver,wellnessonwheelsco.com,info@wellnessonwheelsco.com,info@wellnessonwheelsco.com,yes,ok,https://wellnessonwheelsco.com,medspa,"nad+, glutathione",3
Westplex Integrative Healthcare,westplexintegrativehealthcare.com,office@westplexintegrativehealthcare.com,office@westplexintegrativehealthcare.com,yes,ok,https://westplexintegrativehealthcare.com,medspa,nad+,4
Westside Aesthetics Health & Wellness,westside-aesthetics.com,westsideahw@gmail.com,westsideahw@gmail.com,yes,ok,https://westside-aesthetics.com,medspa,,1
"IV Hydration Therapy in St. Peters, MO",wywcenter.com,info@wywcenter.com,info@wywcenter.com,yes,ok,https://wywcenter.com,medspa,GLP-1 weight loss peptides,3
Lébo Aesthetics & Spa,xquisite.co,xquisitemedspa.york@gmail.com,xquisitemedspa.york@gmail.com; xquisitelandm@gmail.com,yes,ok,https://xquisite.co,medspa,GLP-1 weight loss peptides,2
Gilded Aesthetics,008e3f79a375212dd23c-340b3304e99816d7df0bb14de0df8acc.ssl.cf2.rackcdn.com,,,,unreachable,,,,
Vital Flow Hydration & Wellness Winfield,020684edbbf5c630ea89-665e6c47c7d8a33155a2da66825008eb.ssl.cf2.rackcdn.com,,,,unreachable,,,,
Health Haven Hawaii,088ed8aaad4de8f1f57b-843c4ffbd2d00e5f3e181d11dec9011a.ssl.cf2.rackcdn.com,,,,unreachable,,,,
Fort Worth Health Alliance,180painreliefcenters.com,,,yes,no_email,https://180painreliefcenters.com,medspa,,0
Bamford Wellness Spa,1hotels.com,1bb-guestexperience@1hotels.com,1bb-guestexperience@1hotels.com; anatomy.hanalei@1hotels.com; bna1hna.spa@1hotels.com; sfo1hsf.concierge@1hotels.com,yes,no_peptides,https://1hotels.com,vendor,,0
22 Health & Hormone,22hormones.com,,,yes,no_email,https://22hormones.com,medspa,"bpc-157, nad+, ipamorelin, cjc-1295, glutathione",8
Nked Aesthetics Studio,307nas.com,,,yes,no_email,https://307nas.com,medspa,,0
Cabana Medical Spa,360jasmineacupuncture.com,,,,no_email,,vendor,,0
360 Wellness Med Spa,360wellnessmedspa.com,,,,no_email,https://360wellnessmedspa.com,medspa,,0
Infusewell IV Therapy,424ivforme.com,,,,unreachable,,,,
The IV Team,4d13ea5d26576de495ff-e4cdf80504feb829a3816048c59870d1.ssl.cf2.rackcdn.com,,,,unreachable,,,,
4Ever Young Med Spa & Wellness Center,4everyoungantiaging.com,,,yes,no_email,https://4everyoungantiaging.com,medspa,"semaglutide, tirzepatide",7
88MED,88med.com,info@88med.com,info@88med.com,yes,already known,https://88med.com,medspa,"semaglutide, tirzepatide, sermorelin, tesamorelin, pt-141",13
911 BioCare,911biocare.com,,,yes,no_email,https://911biocare.com,medspa,,1
9Lives,9livesiv.as.me,,,,no_email,https://9livesiv.as.me,vendor,,0
Cape May Aesthetics & Wellness,a.mktgcdn.com,,,,unreachable,,,,
Modern Age Upper East Side,a.storyblok.com,,,,unreachable,,,,
A1 Health and Wellness,a1healthwellness.com,,,,no_email,https://a1healthwellness.com,medspa,,2
Positive Touch Therapy,a360mke.com,,,yes,no_email,https://a360mke.com,medspa,,0
Aberdeen Massage,aberdeen-massage.com,aberdeensdmassage@icloud.com,aberdeensdmassage@icloud.com,yes,no_peptides,https://aberdeen-massage.com,vendor,,0
LIVation IV Therapy CT,about.me,,,yes,no_email,https://about.me,vendor,"tb-500, ipamorelin, sermorelin, cjc-1295, hexarelin, ghrp-2",10
About Face Med Spa,aboutfacemedspa.com,,,,no_email,,vendor,,0
About Face Aesthetics,aboutfaceskincare.com,careteam@aboutfaceskincare.com,careteam@aboutfaceskincare.com,yes,no_peptides,https://aboutfaceskincare.com,medspa,,0
Absolute Laser MD,absolutelasermd.com,patientservices@absolutelasermd.com,patientservices@absolutelasermd.com,yes,no_peptides,https://absolutelasermd.com,medspa,,0
ApproXie Urgent Care Huntsville,access.approxie.com,,,,unreachable,,,,
"All Care Clinical Services, LLC / Botox, EmSculpt Neo, IV Infusions, R",accschicago.com,,,,no_email,,vendor,,0
The Appearance Care Center,accskin.com,,,yes,no_email,https://accskin.com,medspa,GLP-1 weight loss peptides,2
A-Class Aesthetics,aclassaesthetics.com,info@aclassaesthetics.com,aclassaesthetics@gmail.com; info@aclassaesthetics.com,,no_peptides,https://aclassaesthetics.com,medspa,,0
Skintherapy Skincare & Acne Clinic,acnetreatmentskincareslc.com,utahacneclinic@hotmail.com,utahacneclinic@hotmail.com,yes,no_peptides,https://acnetreatmentskincareslc.com,medspa,,0
360 Jasmine Acupuncture & Wellness Center,advancedfunctionalmedicineaustin.com,,,,no_email,,vendor,,0
Advanced Med Spa,advancedmedfargo.com,,,,no_email,,vendor,,0
Advanced Skin Care,advancedskincarewyo.com,,,,no_email,https://advancedskincarewyo.com,medspa,,0
Aesthete Skin Studio,aestheteskinstudio.com,contact@aestheteskinstudio.com,contact@aestheteskinstudio.com,yes,no_peptides,https://aestheteskinstudio.com,vendor,,0
Vitality,aestheticallywell.com,info@aestheticallywell.com,info@aestheticallywell.com,yes,no_peptides,https://aestheticallywell.com,medspa,,0
The Aesthetic Atelier,aestheticateliersd.com,,,,unreachable,,,,
Snatched Aesthetic Wellness,aestheticclinicaustin.com,,,yes,no_email,https://aestheticclinicaustin.com,medspa,nad+,1
Physicians for Women MedSpa & Laser Center,aestheticouture.com,info@aestheticouture.com,acmedspa@gmail.com; info@aestheticouture.com,yes,no_peptides,https://aestheticouture.com,medspa,,0
Prescott Plastic Surgery (Formerly Banis Plastic Surgery),aesthetics.com,info@aesthetics.com,info@aesthetics.com,yes,no_peptides,https://aesthetics.com,medspa,,0
AestheticsbyCliff SPA,aestheticsbycliff.com,,,,no_email,,vendor,,0
East Bay Cosmetic Dermatology,aestheticsmedbyg.com,,,yes,no_email,https://aestheticsmedbyg.com,medspa,,0
Aesthetic MedSpa of Charlotte,aestheticsurgerycharlotte.com,,,yes,no_email,https://aestheticsurgerycharlotte.com,medspa,,0
Aesthetic Surgical Arts,aestheticsurgicalarts.com,,,,unreachable,,,,
About Face Esthetics LLC,afe.glossgenius.com,aboutface.ocny@gmail.com,aboutface.ocny@gmail.com,yes,no_peptides,https://afe.glossgenius.com,medspa,,0
Affinity Day Spa and Permanent Cosmetics,affinitydayspa.biz,,,yes,no_email,https://affinitydayspa.biz/contact-us/,medspa,,0
Quantum Wellness Med Spa Scottsdale,aflrs.myaestheticrecord.com,,,,no_email,https://aflrs.myaestheticrecord.com,vendor,,0
Daytona Cryo,afreshnewme.com,,,yes,no_email,https://afreshnewme.com,medspa,,2
Agave Body Wellness Spa,agavebodywellness.com,info@agavebodywellness.com,agavebodywellnessal@gmail.com; info@agavebodywellness.com,yes,no_peptides,https://agavebodywellness.com,medspa,,0
Age Better Miami,agebettermiami.com,,,,no_email,,vendor,,0
Ageless Aesthetics by Sonia,agelessaestheticsbysonia.com,sonia@agelessaestheticsbysonia.com,sonia@agelessaestheticsbysonia.com,yes,no_peptides,https://agelessaestheticsbysonia.com,medspa,,0
Prime IV Hydration & Wellness,agelessmedicaldr.com,,,,no_email,,vendor,,0
Ageless Men's Health,agelessmenshealth.com,,,,unreachable,,,,
Ageless Women’s Health,agelesswomenshealth.com,,,,no_email,https://agelesswomenshealth.com,medspa,semaglutide,6
Age Management & Aesthetics by HealthCARE Express,agemanagementhce.com,,,yes,no_email,https://agemanagementhce.com,medspa,GLP-1 weight loss peptides,5
Touch Me Up Medical Spa & Skin Center,ahipv.myaestheticrecord.com,,,,no_email,https://ahipv.myaestheticrecord.com,medspa,,0
AIMA Functional Medicine (AIMA of Nashua PLLC),aimaofnashua.com,,,,unreachable,,,,
Aiyara Thai Massage & Wellness,aiyarathaiwellness.com,,,,no_email,,vendor,,0
Infinity Clinic DSM,ajkpt.myaestheticrecord.com,,,,no_email,https://ajkpt.myaestheticrecord.com,vendor,,0
The DRIPBaR Alamo Ranch SATX,alamo-ranch-satx.thedripbar.com,,,,no_email,,vendor,,0
Resurrection Hydration: IV Drip Bar LLC,alaskacompanydir.com,,,,unreachable,,,,
Alchemy Esthetics,alchemyestheticskc.com,liz@alchemyestheticskc.com,liz@alchemyestheticskc.com,yes,no_peptides,https://alchemyestheticskc.com,vendor,,0
Aesthetic Laser Center of Seattle,alcofseattle.com,info@alcofseattle.com,info@alcofseattle.com,yes,no_peptides,https://alcofseattle.com,medspa,,0
Alegria Med Spa and Hair Restoration Center,alegriamedspa.com,,,,unreachable,,,,
AleraCare Infusion Center,aleracare.com,,,,no_email,https://aleracare.com,medspa,kpv,2
Icandy Body Studio,alfamedspa.com,,,yes,no_email,https://alfamedspa.com,medspa,GLP-1 weight loss peptides,3
Revitalize by Sara Brown,allthingsskinorganic.net,,,,no_email,https://allthingsskinorganic.net,vendor,,0
AlluraDerm MD Med Spa,alluraderm.com,,,yes,no_email,https://alluraderm.com,medspa,GLP-1 weight loss peptides,3
Allure De Brazil Med Spa,alluredebrazil.com,ageless@alluredebrazil.com,ageless@alluredebrazil.com,yes,no_peptides,https://alluredebrazil.com,medspa,,0
Allure Esthetic,allureesthetic.com,,,yes,no_email,https://allureesthetic.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, sermorelin, glutathione",11
Allure's Post Op & Body Sculpting,allurespostopbodysculpting.as.me,,,,no_email,https://allurespostopbodysculpting.as.me,vendor,,0
Aloha Aesthetics MD,aloha-aestheticsmd.com,,,yes,no_email,https://aloha-aestheticsmd.com,medspa,GLP-1 weight loss peptides,5
Âme Medical Aesthetics,alorawellnessspa.com,,,yes,no_email,https://alorawellnessspa.com,medspa,,0
Alphagenics TRT & Weight Loss,alphagenicshealth.com,,,,no_email,,vendor,,0
Alpha Male Wellness,alphamaleraleigh.com,,,yes,no_email,https://alphamaleraleigh.com,vendor,"bpc-157, nad+, pt-141, ghk-cu",9
Boston Beautox,alprz.myaestheticrecord.com,,,,no_email,https://alprz.myaestheticrecord.com,vendor,,0
Altruist Salon and Boutique,altruistsalon.com,,,,no_email,,vendor,,0
Amerita Specialty Infusion Services,ameritaiv.com,,,yes,no_email,https://ameritaiv.com,medspa,,0
IV Therapy Gastonia NC,amgmedspa.com,,,yes,no_email,https://amgmedspa.com,medspa,,0
IV Therapy,amisurgery.com,,,yes,no_email,https://amisurgery.com,medspa,glutathione,2
Advanced Mobile IV,amiv.com,info@amiv.com,info@amiv.com,yes,already known,https://amiv.com,medspa,"retatrutide, cagrilintide, bpc-157, tb-500, thymosin beta-4, thymosin alpha-1",43
Am Perfect Head & Scalp Spa,amperfectspa.com,admin@amperfectspa.com,admin@amperfectspa.com,yes,no_peptides,https://amperfectspa.com,medspa,,0
Jacksonville IV Vitamin Therapy Services in Jacksonville NC,anchorwellnessandaesthetics.com,,,,unreachable,,,,
Anderson Longevity Clinic,andersonlongevityclinic.com,,,,no_email,https://andersonlongevityclinic.com,medspa,"sermorelin, pt-141",5
Skin Deep Spa,anewyou.com,info@anewyou.com,info@anewyou.com,yes,no_peptides,https://anewyou.com,medspa,,0
Angell Medical Spa,angellmedicalspa.com,schedule@angellmedicalspa.com,schedule@angellmedicalspa.com,yes,no_peptides,https://angellmedicalspa.com,medspa,,0
Angel Rose Aesthetics & Wellness,angelroseaestheticsandwellness.com,,,,no_email,,vendor,,0
Gentle Revive,anironwellness.com,,,,no_email,,vendor,,0
IV Therapy Annapolis MD,annapolisintegrativemedicine.com,,,yes,no_email,https://annapolisintegrativemedicine.com,medspa,glutathione,4
Anne Therese Aesthetic Medicine Gahanna,annetherese.com,,,yes,no_email,https://annetherese.com,medspa,,0
Anti-Aging Northwest,antiagingnorthwest.com,,,yes,no_email,https://antiagingnorthwest.com,medspa,"semaglutide, tirzepatide, liraglutide, nad+, sermorelin, oxytocin",14
Ironbound Acupuncture and Wellness,antiagingwellnessmd.com,,,yes,no_email,https://antiagingwellnessmd.com,medspa,GLP-1 weight loss peptides,4
Antonio Spa,antoniothespa.com,,,,unreachable,,,,
aNu Aesthetics & Optimal Wellness,anuaesthetics.com,info@anuaesthetics.com,info@anuaesthetics.com,,no_peptides,https://anuaesthetics.com,medspa,,0
Apex Testosterone and Weight Loss Institute,apex-institute.com,,,,unreachable,,,,
Apex Medical Center,apexmedicalcenter.com,,,yes,no_email,https://apexmedicalcenter.com,medspa,,0
Apha Health,aphahealth.net,,,yes,no_email,https://aphahealth.net/about,medspa,,0
Tality Wellness Mobile IV Therapy,api.leadconnectorhq.com,,,,no_email,,vendor,,0
HydroPros,api2-s36.imgnxa.com,,,,unreachable,,,,
AP Laser Center,aplasercenter.com,,,,unreachable,,,,
iv&co.,app.ivclub.com,,,,no_email,https://app.ivclub.com,medspa,,0
Moonflower Aesthetics,app.joinmoxie.com,,,,no_email,https://app.joinmoxie.com,vendor,,0
Apple Blossom Esthetics,appleblossomesthetics.com,appleblossomspa.vt@gmail.com,appleblossomspa.vt@gmail.com,yes,no_peptides,https://appleblossomesthetics.com,medspa,,0
Appoise Esthetics School,appoise.com,appoisesd@gmail.com,appoisesd@gmail.com,yes,no_peptides,https://appoise.com,vendor,,0
"New Radiance AntiAging Institute, Inc",aquavitality.com,,,yes,no_email,https://aquavitality.com,medspa,"semaglutide, nad+, sermorelin, aod-9604, tirzepatide",17
"Welcome to AOS Infusion Center in Athens, Georgia",archorthospine.com,,,yes,no_email,https://archorthospine.com,medspa,,0
Edgar Cayce's A.R.E. Health Center & Spa,arehealth.org,,,yes,no_email,https://arehealth.org,medspa,,0
AYA Medical Spa Northside,ariaspas.com,,,,unreachable,,,,
Faciales Tulsa by Catalina,artemixbeauty.com,artemixbeauty@gmail.com,artemixbeauty@gmail.com,yes,no_peptides,https://artemixbeauty.com,medspa,,0
Kono Collective,artistrymedspa.co,,,,no_email,https://artistrymedspa.co,medspa,,0
The Art Of Aesthetics,artofaesthetics.com,,,yes,no_email,https://artofaesthetics.com,medspa,,0
The Art of Aesthetics Med Spa LLC,artofaestheticsmedspa.com,artofaestheticsmedspa@gmail.com,artofaestheticsmedspa@gmail.com,yes,no_peptides,https://artofaestheticsmedspa.com,medspa,,0
The Art of Anti-Aging,artofantiagingatx.com,,,,no_email,,vendor,,0
Ascend MedSpa,ascendmedspa.net,,,,no_email,https://ascendmedspa.net,medspa,,0
Ascend Wellness MBS,ascendwellnessmbs.com,,,,no_email,https://ascendwellnessmbs.com,vendor,,0
Ash and Oak Aesthetics,ashandoakaesthetics.com,,,yes,no_email,https://ashandoakaesthetics.com,medspa,,0
Renew Laser MedSpa,asibehealthy.com,,,,unreachable,,,,
"IV Therapy in St. Charles, MO",askamelia.com,info@askamelia.com,info@askamelia.com,yes,no_peptides,https://askamelia.com,medspa,,0
Aspire Wellness,aspirewellnessnow.com,info@aspirewellnessnow.com,info@aspirewellnessnow.com; cheryl@aspirewellnessnow.com; lynn@aspirewellnessnow.com,yes,no_peptides,https://aspirewellnessnow.com,medspa,,0
Innovative Health and Longevity,aspiringaesthetics.com,tracy@aspiringaesthetics.com,impallari@gmail.com; tracy@aspiringaesthetics.com,yes,no_peptides,https://aspiringaesthetics.com/contact-us/,medspa,,0
"Intravenous nutritional therapy by Rejuvii, Inc in Arlington Heights .",assets.alignable.com,,,,unreachable,,,,
IV Drip Therapy,assets.cdn.filesafe.space,,,,unreachable,,,,
"IV Therapy in San Marcos, CA",assets.enclavemedspa.com,,,,unreachable,,,,
Live Hydration Spa Middletown,assets.locations.livehydrationspa.com,,,,unreachable,,,,
Mays Plastic Surgery & Med Spa,assets.maysplasticsurgery.com,,,,unreachable,,,,
New Body Aesthetics,assets.newbodyaesthetics.com,,,,unreachable,,,,
"IV Therapy in Pleasanton, CA",assets.optimalvitality.health,,,,unreachable,,,,
Bay Area Cosmetic Dermatology,assets.weloveskin.com,,,,unreachable,,,,
Astraea Aesthetics,astraeaesthetics.com,astraealaser@gmail.com,astraealaser@gmail.com; straealaser@gmail.com,yes,no_peptides,https://astraeaesthetics.com,medspa,,0
Athena Clinic Plastic Surgery,athenaclinic.com,,,yes,no_email,https://athenaclinic.com,medspa,"semaglutide, tirzepatide",5
Atlanta Medical Aesthetics,atlantamedicalaesthetics.com,,,yes,no_email,https://atlantamedicalaesthetics.com,medspa,,1
Atossa Medical Spa,atossamedspa.com,atossamedspa@gmail.com,atossamedspa@gmail.com,yes,no_peptides,https://atossamedspa.com,medspa,,0
A Touch of Claridy Esthetics,atouchofclaridy.com,atouchofclaridy@yahoo.com,atouchofclaridy@yahoo.com,yes,no_peptides,https://atouchofclaridy.com,medspa,,0
Aura Aesthetics,auraaestheticsct.glossgenius.com,auraaestheticsct@gmail.com,auraaestheticsct@gmail.com,yes,no_peptides,https://auraaestheticsct.glossgenius.com,medspa,,0
Midtown Urology Associates,austinmidtownurology.com,,,yes,no_email,https://austinmidtownurology.com,medspa,,0
"Steven E. Rasmussen, MD, FAAD / ARC Dermatology & ARC Medical Aestheti",austinregionalclinic.com,,,yes,no_email,https://austinregionalclinic.com,medspa,"semaglutide, tirzepatide, liraglutide",7
Avant Tous Beauty and Medical Spa- Bocage,avanttous.com,info@avanttous.com,info@avanttous.com; ninfo@avanttous.com,,no_peptides,https://avanttous.com,medspa,,0
Avenue M Salon & Spa,avenuemspa.com,info@avenuemspa.com,info@avenuemspa.com,yes,no_peptides,https://avenuemspa.com,medspa,,0
"Awaken Aesthetics & Anti-Aging by Paul White, MD",awakenfresno.com,,,,unreachable,,,,
AZ IV Medics,azivmedics.com,,,yes,no_email,https://azivmedics.com,medspa,"semaglutide, nad+, glutathione",5
Skinfinity Medspa,azskinandbody.com,,,,no_email,https://azskinandbody.com,medspa,GLP-1 weight loss peptides,3
Everglow Medical Spa,b3753526.smushcdn.com,,,,unreachable,,,,
Balanced Bodies Wellness Clinic Decatur,balancedbodiesdecatur.com,,,yes,no_email,https://balancedbodiesdecatur.com,medspa,"semaglutide, tirzepatide, bpc-157, nad+, ipamorelin, sermorelin",22
Reviv Lounge,balancehealth.care,,,yes,no_email,https://balancehealth.care,medspa,glutathione,4
The Beauty Pact,balancehormonecenter.com,,,,no_email,,vendor,,0
"BALENCIA- Coolsculpting Elite, Morpheus8, Laser Hair Removal, & Botox",balenciamd.com,,,yes,no_email,https://balenciamd.com,medspa,,0
"Nicole Nadeau, RN",barevt.com,,,yes,no_email,https://barevt.com,medspa,semaglutide,5
IV Therapy Carmel,basarnassungaipenuh.org,,,,no_email,https://basarnassungaipenuh.org,vendor,,0
"IV Therapy in Riverside, CT",batchgeo.com,,,,unreachable,,,,
Bathhouse Williamsburg,bathhousewilliamsburg.try.be,,,,no_email,https://bathhousewilliamsburg.try.be,vendor,,0
Woodhouse Spa,batonrouge.woodhousespas.com,,,,no_email,,vendor,,0
On Location IV Hydration Now Open In Foley,baybusinessnews.com,tbruce@baybusinessnews.com,tbruce@baybusinessnews.com; ntbruce@baybusinessnews.com,yes,no_peptides,https://baybusinessnews.com,vendor,,0
"Bayhealth Hospital, Kent Campus",bayhealth.org,price_estimates@bayhealth.org,price_estimates@bayhealth.org,yes,no_peptides,https://bayhealth.org,medspa,,0
Beauty and The Best Medspa,beautyandbestmedspa.com,,,,unreachable,,,,
Beauty Barn and Wellness,beautybarnandwellness.com,yaselis@beautybarnandwellness.com,yaselis@beautybarnandwellness.com,yes,no_peptides,https://beautybarnandwellness.com,vendor,,0
Beauty Bar Salon And Day Spa,beautybarsalon.com,,,,no_email,,vendor,,0
Luna & Sol Studio,beautybycore.com,,,,no_email,https://beautybycore.com,vendor,,0
BeautyGoalsLV,beautygoalslv.com,,,,no_email,,vendor,,0
Modern Aesthetics,beautyinwv.com,,,yes,no_email,https://beautyinwv.com,medspa,,1
BeautyNow Med Spa,beautynowmedspa.com,,,,no_email,https://beautynowmedspa.com,medspa,,0
Beauty Shot Medspa,beautyshotmedspa.com,,,,no_email,https://beautyshotmedspa.com,medspa,,0
BeBalanced Natural Hormone Weight Loss,bebalancedcenters.com,,,,no_email,,vendor,,0
"IV Therapy Near Me, IV Drips Bedford, IV Vitamin Therapy in Bedford MA",bedfordaesthetics.com,,,yes,no_email,https://bedfordaesthetics.com,medspa,"semaglutide, tirzepatide",6
beem Light Sauna,beemlightsauna.com,,,,no_email,https://beemlightsauna.com,vendor,,0
The Indy Med Spa,beindy.com,,,yes,no_email,https://beindy.com,medspa,nad+,4
Bella Luxe MedSpa,bellaluxemedicalspa.com,,,,no_email,,vendor,,0
Bella Santé Day Spa & Med Spa & Hair Salon,bellasante.com,,,yes,no_email,https://bellasante.com,vendor,,0
ZG Wellness and Dermatology,bellavaaesthetics.com,bellavaaesthetics@gmail.com,bellavaaesthetics@gmail.com,,no_peptides,https://bellavaaesthetics.com,medspa,,0
Belle Ame Skin Studio,belleameskinstudio.com,,,yes,no_email,https://belleameskinstudio.com,medspa,,0
Maine Laser Skin Care & Medi Spa,bellesoulaesthetics.com,,,,no_email,,vendor,,0
Bluegrass Functional Medicine,bellevietoday.com,,,yes,no_email,https://bellevietoday.com,medspa,"semaglutide, nad+",7
Jewell Wellness,bepurewell.com,info@bepurewell.com,info@bepurewell.com,yes,no_peptides,https://bepurewell.com,medspa,,0
IV Therapy,bespokemedaesthetics.com,,,yes,no_email,https://bespokemedaesthetics.com,medspa,nad+,7
"Floral Park Medical, P.C.",bestmdny.com,,,yes,no_email,https://bestmdny.com,medspa,GLP-1 weight loss peptides,2
SkinCenter,bestskincenter.com,,,yes,no_email,https://bestskincenter.com,medspa,,0
Better Life Carolinas,betterlifecarolinas.com,,,yes,no_email,https://betterlifecarolinas.com,medspa,"semaglutide, tirzepatide",3
beyondMD,beyondmd.com,,,,no_email,,vendor,,0
Body For Life LLC,bflmemphis.com,,,yes,no_email,https://bflmemphis.com,medspa,"pt-141, semaglutide, tirzepatide, liraglutide",15
"IV Therapy in San Jose and Morgan Hill, CA",bhanotmedspa.com,4bhanotmedspa@gmail.com,4bhanotmedspa@gmail.com,yes,already known,https://bhanotmedspa.com,medspa,GLP-1 weight loss peptides,4
Balance Med Spa,bhcok.com,,,,no_email,https://bhcok.com,medspa,,0
"Balanced Health Medical Center, PLLC: Testosterone Therapy",bhmcnd.com,,,,no_email,https://bhmcnd.com,vendor,,0
Happy Hormone Cottage,bhrtcincinnati.com,,,,unreachable,,,,
BioAge Health,bioagehealth.com,,,yes,no_email,https://bioagehealth.com,medspa,,3
BioDesign Men's Clinic of Tampa,biodesignmen.com,,,yes,no_email,https://biodesignmen.com/contact,medspa,"sermorelin, pt-141",3
BioFunctional Health Solutions,biofunctionalhealth.com,,,,no_email,,vendor,,0
Biogena,biogena.com,,,,no_email,https://biogena.com,medspa,,0
Biograph (New York City),biograph.com,info@biograph.com,info@biograph.com,yes,no_peptides,https://biograph.com,medspa,,0
Biohackr Health,biohackr.health,,,yes,no_email,https://biohackr.health,medspa,"semaglutide, nad+, sermorelin, glutathione",13
BioThrive Health,biothrivelife.com,,,yes,no_email,https://biothrivelife.com,medspa,semaglutide,3
"IV Drip Therapy Austin, TX",biovitalitywellness.com,,,yes,no_email,https://biovitalitywellness.com,medspa,"retatrutide, bpc-157, nad+, ghk-cu, glutathione",15
Birch Hill Aesthetics,birch-hill-aesthetics.com,,,,no_email,https://birch-hill-aesthetics.com,medspa,,0
IV Lounge: Best IV Therapy Drip Bar in El Dorado Hills of 2025,bizweekly.com,,,,no_email,https://bizweekly.com,vendor,,0
Aesthetic Infusions,bkquw.myaestheticrecord.com,,,,no_email,https://bkquw.myaestheticrecord.com,medspa,,0
Bliss Esthetics LLC,bliss-esthetics-llc.square.site,lissestheticsllc0420@gmail.com,lissestheticsllc0420@gmail.com,,no_peptides,https://bliss-esthetics-llc.square.site,vendor,,0
The Bliss Room,blissaesthetics.la,,,yes,no_email,https://blissaesthetics.la,medspa,,0
Blissfusion St. George,blissfusionstgeorge.com,,,,no_email,https://blissfusionstgeorge.com,vendor,,0
Blossom Med Spa Integrative Beauty & Wellness,blossom-medspa.com,hello@blossom-medspa.com,blossommedspa@gmail.com; hello@blossom-medspa.com,yes,no_peptides,https://blossom-medspa.com,medspa,,0
New Advanced Infusion Center location looks to 'help the community',bloximages.newyork1.vip.townnews.com,,,,unreachable,,,,
Blu Cocoon MedSpa,blucocoonmedspa.com,,,yes,no_email,https://blucocoonmedspa.com,medspa,"nad+, glutathione",6
Blue Ethereal,blueethereal.com,info@blueethereal.com,info@blueethereal.com,yes,no_peptides,https://blueethereal.com,vendor,,0
Blue Skye Health & Wellness,blueskyehealth.com,,,yes,no_email,https://blueskyehealth.com,medspa,"semaglutide, tirzepatide, bpc-157, tb-500, sermorelin, ghk-cu",12
