business_name,state,city,website,email,all_emails,phone,instagram,peptide_terms_found,peptide_hits,category,source,source_query,notes
Self Care LA,CA,Los Angeles,https://selfcarela.com/,hello@selfcarela.com,hello@selfcarela.com; allie@selfcarela.com; jack@greensock.com,(323) 337-3445,,"bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, nad+, peptide, peptides, semaglutide, tb500, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Selfishly Aesthetics & Wellness,CA,San Francisco,https://selfishlyaesthetics.com/,guest@selfishlywellness.com,guest@selfishlywellness.com; selfishlycrystal@gmail.com,(415) 599-8456,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Serenity Med Spa,CA,San Francisco,https://serenitymedspa.com/,info@serenitymedspa.com,info@serenitymedspa.com; burlingame@serenitymedspa.com,(415) 781-9200; (415) 843-2956; (650) 668-3088,,"bpc-157, glp-1, ipamorelin, nad+, peptide, peptides, tesamorelin, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Skinsational Aesthetics,CA,,,sammikhail82@yahoo.com,sammikhail82@yahoo.com,5623551918,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Sameh Mikhail; states served: California
Slim Wellness Center LLC,CA,,,curtisgmccullough@gmail.com,curtisgmccullough@gmail.com,619-203-2010,,"Office use Semaglutide, Office use Tirzepatide, Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Curtis McCullough; states served: California
SlimCare Solutions,CA,Sacramento,https://slimcaresolutions.com/,admin@slimcaresolutions.com,admin@slimcaresolutions.com,(916) 579-7546,,"glp-1, nad+, peptide, peptides, sermorelin",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SMaRT Health & Wellness,CA,Newport Beach,https://smarthealthwellness.com/,smart360@smarthfw.com,smart360@smarthfw.com,(949) 520-1012; (949) 520-1020,,"bpc-157, cjc-1295, ipamorelin, nad+, peptide, peptides, tb500, tesamorelin, thymosin",9,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Spa26,CA,Beverly Hills,https://spa26.com/,info@spa26.com,info@spa26.com,(310) 683-7537; (424) 766-5747,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Tebra,CA,San Francisco,https://tebra.com/,info@tebra.com,info@tebra.com; legal@tebra.com; privacy@tebra.com; security@tebra.com,(844) 422-7336; (866) 938-3272; (888) 775-2736,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Goswami Clinic,CA,Newport Beach,https://thegoswamiclinic.com/,ray@thegoswamiclinic.com,ray@thegoswamiclinic.com,(949) 284-1823; (949) 734-9696,,"bpc-157, dsip, mots-c, nad+, oxytocin, peptide, peptides, pt-141, retatrutide, selank, semax, tb-500",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
The Retreat Wellness and Aesthetics Medspa,CA,Newport Beach,https://theretreatwellness.com/,info@theretreatwellness.com,info@theretreatwellness.com; wellness@theretreatwellness.com,(949) 220-2660,,"peptide, peptides, thymosin",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Total Body Aesthetic,CA,Los Angeles,https://totalbodyaesthetic.com/,jenn@totalbodyaesthetic.com,jenn@totalbodyaesthetic.com; info@totalbodyaesthetics.com,(310) 670-1920,,"glp-1, nad+, peptide, peptides, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Tower Urology,CA,Los Angeles,https://towerurology.com/,monique.jenkins@radnet.com,monique.jenkins@radnet.com; monique.jenkins@radnet.complease,(310) 854-9898; (855) 246-2700,,"bpc-157, cjc-1295, glp-1, ipamorelin, peptide, peptides, pt-141, semaglutide, sermorelin, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Tran, Thang (trueyouaesthetic.com)",CA,San Jose,https://trueyouaesthetic.com/,ttmd114@gmail.com,ttmd114@gmail.com,(408) 223-8818,,"peptide, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
True Jewel Cosmetic Center,CA,Los Angeles,https://truejewelcosmeticcenter.com/,info@truejewelcosmeticcenter.com,info@truejewelcosmeticcenter.com,(424) 434-6999,,"nad+, semaglutide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Unique virtual Care DBA Kepha healthcare,CA,,,info@kephahealthcare.com,info@kephahealthcare.com,6614721192,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Ruth Ogot; states served: California
"University Total Wellness | Weight loss service in Sacramento, CA",CA,Sacramento,https://universitytotalwellness.com/,info@universitytotalwellness.com,info@universitytotalwellness.com,(916) 426-7385,,"cjc-1295, glp-1, glp1, ipamorelin, mots-c, nad+, peptide, peptides, semaglutide, sermorelin, tirzepatide",11,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Up River Wellness,CA,,,upriverwellness@gmail.com,upriverwellness@gmail.com,5304489225,,"Patient specific Semaglutide, Patient Specific Tirzepatide",,med spa / clinic (intake form),peptide intake form (Drive),,contact: Tara Weglarz; states served: Nevada
Younger You Aesthetics,CA,Sacramento,https://youngeryouaesthetics.com/,info@youngeryouaesthetics.com,info@youngeryouaesthetics.com,(916) 216-4879,,"nad+, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Étoile Aesthetics SD - 948,CA,San Diego,https://etoileaestheticssandiego.com/,etoileaestheticssd@gmail.com,etoileaestheticssd@gmail.com,(858) 283-3967; (858) 987-3443,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Aesthetics MD,CA,Newport Beach,https://aestheticsmd.com/,,,(949) 416-2152; (949) 430-7138; (949) 642-5271,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Ageless and Beautiful Medical Spa,CA,San Diego,https://agelessandbeautiful.com/,,,(619) 299-0264,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
AH Clinics,CA,San Diego,https://ah-clinics.com/,,,(435) 703-2900; (619) 810-7027; (619) 810-7028,,"bpc-157, cjc-1295, glp-1, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, semaglutide, sermorelin, tb-500, tesamorelin, tirzepatide",15,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Asandra, Christopher (asandramd.com)",CA,Beverly Hills,https://asandramd.com/,,,(223) 001-1044; (424) 213-1118; (424) 542-8881,,"glp-1, peptide, sermorelin",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Aura Skin Spa,CA,San Francisco,https://auraskinspa.com/,,,(415) 788-3800,,"ghk-cu, glp-1, peptide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beauty Lounge Medical Spa,CA,San Diego,https://beautyloungesanmarcos.com/,,,(760) 282-2447; (760) 388-0008; (760) 877-8747,,"glp-1, glp1, peptide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Best Med Spa Las Vegas NV | Melanie Speed, APRN, NP-C CANS",CA,Beverly Hills,https://flawlessmedspas.com/,,,,,"glp-1, peptide, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Beverly Hills & New York City Cosmetic Dermatologist,CA,Los Angeles,https://jasonemermd.com/,,,(213) 985-0618,,"bpc-157, epitalon, ghk-cu, ipamorelin, kisspeptin, nad+, peptide, peptides, selank, semaglutide, semax, sermorelin, thymosin",13,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Center for Optimum Health,CA,Los Angeles,https://losangelesintegrativemedicine.com/,,,(213) 753-0511,,"cjc1295, epitalon, glp-1, ipamorelin, melanotan, oxytocin, peptide, peptides, semaglutide, tirzepatide",10,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
CheckPeptides,CA,San Jose,https://checkpeptides.com/,,,,,"aod-9604, bpc-157, cjc-1295, dsip, epitalon, ghk-cu, glp-1, gonadorelin, ipamorelin, melanotan, mots-c, nad+, oxytocin, peptide, peptides, retatrutide, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",25,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Cienega Medical,CA,Los Angeles,https://cienegaspa.com/,,,(310) 307-3617; (310) 341-2776; (323) 655-8220,,"aod-9604, bpc-157, cjc-1295, dsip, ghk-cu, gonadorelin, ipamorelin, kisspeptin, mots-c, nad+, peptide, peptides, pt-141, selank, semaglutide, semax, sermorelin, ss-31, tb-500, tesamorelin, thymosin, tirzepatide",22,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
ComplexionsRX Med Spa,CA,San Diego,https://complexionsrx.com/,,,(619) 683-2820,,"nad+, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Dermatology Sacramento,CA,Sacramento,https://davisdermatology.net/,,,(530) 420-1192; (530) 756-5758,,"glp-1, nad+, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Doctor Guy: Naturopathic Doctors: Los Angeles, CA",CA,Los Angeles,https://doctorguy.com/,,,(424) 389-3547; (833) 551-4828,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Facial Plastic Surgery San Francisco,CA,San Francisco,https://maasclinic.com/,,,(415) 567-7000; (415) 567-7011; (415) 567-7170,,"glp-1, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Functional & Regenerative Medicine,CA,San Diego,https://capitismedicalaesthetics.com/,,,(619) 510-6018; (619) 648-4581; (916) 701-6685,,"ipamorelin, nad+, peptide, peptides",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Functional Medicine Doctor,CA,Los Angeles,https://angellongevity.com/,,,(323) 900-5746,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Gary Motykie, MD",CA,Beverly Hills,https://drmotykie.com/,,,(310) 246-2355,,"peptide, peptides, semaglutide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Guthrie, Jen (nubospa.com)",CA,Sacramento,https://nubospa.com/,,,(510) 637-9394,,"glp-1, peptide, peptides, retatrutide, semaglutide, tirzepatide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Haven Medspa,CA,Sacramento,https://havenmedspa.com/,,,(530) 441-6651; (530) 770-1824; (916) 409-5988,,"bpc-157, cjc-1295, glp-1, ipamorelin, nad+, peptide, peptides, selank, semaglutide, semax, tb-500, tesamorelin",12,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Luminance Regenerative Beauty & Wellness,CA,San Jose,https://myluminance.com/,,,(669) 214-2967,,"peptide, peptides",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Med Spa Sacramento CA | Arden Creek Laser and Aesthetics - Call (916) 527-6984,CA,Sacramento,https://ardencreeklasers.com/,,,(916) 527-6984,,"glp-1, semaglutide, tirzepatide",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Medical Spa La Jolla and Del Mar,CA,San Diego,https://alchemehealth.com/,,,(619) 335-2552; (619) 586-6208; (858) 299-4990,,"glp-1, nad plus, nad+, peptide, peptides, semaglutide",6,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Modwella,CA,San Diego,https://modwella.com/,,,(206) 736-1061; (254) 457-5461; (325) 240-2523,,"glp-1, nad+, peptide, semaglutide, tirzepatide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Motykie Med Spa,CA,Los Angeles,https://motykiemedspa.com/,,,(310) 276-6772,,glp-1,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Moy MD,CA,Los Angeles,https://moymd.com/,,,(310) 274-5372,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Muscle Lab,CA,Los Angeles,https://musclelab.la/,,,(323) 741-6224; (626) 469-4434; (818) 824-5029,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Nowak Aesthetics,CA,San Diego,https://drnowak.com/,,,(619) 373-9727; (619) 420-1840,,"semaglutide, tirzepatide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Plastic Surgeon Thousand Oaks & Westlake Village,CA,Los Angeles,https://drschwartz.com/,,,(805) 449-7204; (805) 706-0742,,"bpc-157, ghk-cu, glp-1, peptide, peptides, semaglutide, tirzepatide",7,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Plastic Surgery Bay Area,CA,San Francisco,https://trivalleyplasticsurgery.com/,,,(925) 217-8953; (925) 866-0177; (925) 875-0700,,"peptide, peptides, semaglutide, tirzepatide",4,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Pure Beauty Medical Spa,CA,Newport Beach,https://purebeautymedicalspa.com/,,,(949) 536-9348; (949) 946-6624,,"glp-1, mots-c, nad+, peptide, peptides, retatrutide, semaglutide, tirzepatide",8,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Rejuvalife Vitality Institute,CA,Beverly Hills,https://rejuvalife.md/,,,(310) 276-4494; (310) 359-1480; (310) 361-3278,,"bpc-157, cjc-1295, epitalon, ghk-cu, glp-1, ipamorelin, mots-c, peptide, peptides, selank, semaglutide, semax, sermorelin, tb-500, tesamorelin, thymosin, tirzepatide",17,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Robinson, Liana (17medspa.com)",CA,San Jose,https://17medspa.com/,,,(310) 775-3157; (408) 663-8701; (714) 224-9010,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,CA,Newport Beach,https://avestamedspa.com/,,,(949) 220-7002,,"nad+, peptide",2,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Robot Challenge Screen,CA,Beverly Hills,https://modernaesthetica.com/,,,(213) 895-4730,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
San Diego Aesthetics and Med Spa,CA,San Diego,https://sdamedspa.com/,,,(619) 393-2996,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
San Diego Body Contouring | Plastic Surgery,CA,San Diego,https://sdbodycontouring.com/,,,(619) 697-1325,,"glp-1, nad+, peptide, peptides, semaglutide",5,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Satey, Sean (drseansatey.com)",CA,Los Angeles,https://drseansatey.com/,,,(424) 500-3320,,nad+,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Sculpt MD,CA,San Francisco,https://sculptmdmedspa.com/,,,(786) 428-9600; (808) 016-7733; (810) 371-3602,,"5-amino-1mq, bpc-157, cjc-1295, ghk-cu, glp-1, ipamorelin, mots-c, nad+, oxytocin, peptide, peptides, pt-141, semaglutide, sermorelin, ss-31, tb500, tesamorelin, thymosin",18,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
SDBody | Formerly Hormones & Wellness by SDBotox,CA,San Diego,https://sdbody.com/,,,(619) 772-0252; (858) 401-2383,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Silicon Valley Aesthetics,CA,San Jose,https://siliconvalleymedspa.com/,,,(408) 528-7020; (408) 620-1679; (650) 537-4949,,peptide,1,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
"Top Plastic Surgeon San Jose, Carmel, Mountain View, Palo Alto, & Los Altos CA",CA,San Jose,https://kormanmd.com/,,,(408) 831-6229; (650) 254-1200; (650) 610-1825,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
Zen ReGen,CA,Sacramento,https://zenregen.com/,,,(916) 936-1231,,"nad+, peptide, peptides",3,med spa / clinic (site confirmed),web discovery (Startpage) + site crawl,medspa_search,
