email,domain,audience,mode,via,sent_at,last_touch_at,stage,status
support@nexusbiolife.com,nexusbiolife.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@novoprolabs.com,novoprolabs.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@optimumformula.co,optimumformula.co,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@pepperlicious.com,pepperlicious.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@peptidesxpress.com,peptidesxpress.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
contact@vesaliuslabs.com,vesaliuslabs.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@researchchemhq.co,researchchemhq.co,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@solidpeptides.com,solidpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
cs@southernaminos.com,southernaminos.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@studzpeptides.com,studzpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
thejester@thekitqueens.com,thekitqueens.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@synbio-tech.com,synbio-tech.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
javik@thepeplair.com,thepeplair.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@triumphantlabs.com,triumphantlabs.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@valapeptides.com,valapeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
cs.primalchainresearchllc@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
redcapelabs@proton.me,proton.me,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@excaliburpeptides.com,excaliburpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
contact@spartanbiolab.com,spartanbiolab.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@vitalityproject.global,vitalityproject.global,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
vivpeptide@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@voidresearch.shop,voidresearch.shop,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
sales@aurobiopeptide.com,aurobiopeptide.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@flatironsrc.com,flatironsrc.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,replied
godbiolab@pm.me,pm.me,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@peakformpeptides.com,peakformpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
affordablepeptidesorders@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
gzhaiyitong@outlook.com,outlook.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
contact@vayn.co,vayn.co,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
rene.lozano0591@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
contact@maximumpeps.com,maximumpeps.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@maplelabs.store,maplelabs.store,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@prettypeptidecollective.com,prettypeptidecollective.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@superpeptides.com,superpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@synergybiopeps.com,synergybiopeps.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,bounced
baiwei@usprimeway.com,usprimeway.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
renovapeptides@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
landgb39@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@tritideresearch.com,tritideresearch.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@volterasciences.com,volterasciences.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@zerogravitynky.com,zerogravitynky.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@5chainzlabs.com,5chainzlabs.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@absolutepep.com,absolutepep.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@alphaeliteshop.com,alphaeliteshop.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@americanpeptideco.com,americanpeptideco.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
aminoelementslab@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@aminoxgen.com,aminoxgen.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
dzseszikajerbe@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@ascendpeptidesusa.com,ascendpeptidesusa.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
alex.barn001@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@bioxcell.com,bioxcell.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
service@biofusionoutlet.com,biofusionoutlet.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
hello@bluumpeptides.com,bluumpeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
bulktides@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@calpeps.com,calpeps.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
thelobster@tuta.com,tuta.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@chemexpress.com,chemexpress.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
contact@discoveryresearchusa.com,discoveryresearchusa.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@easypeptide.com,easypeptide.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
help@enhancedexecutive.com,enhancedexecutive.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@explicitresearch.com,explicitresearch.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
sales1@faithfulbio.com,faithfulbio.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@hightidecompounds.com,hightidecompounds.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@injectify.is,injectify.is,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
support@ironaminos.com,ironaminos.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@jitaibiotech.com,jitaibiotech.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@jpt.com,jpt.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
lorenna95@hotmail.com,hotmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@mammothmusclepeptides.com,mammothmusclepeptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
josh@milehighpeptide.com,milehighpeptide.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
empirelabsca@gmail.com,gmail.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@eliteeons.com,eliteeons.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
info@regena-peptides.com,regena-peptides.com,vendor,sent,jonathan@marinexisbiologics.com,2026-09-14T16:00:00Z,2026-09-14T16:00:00Z,0,active
